Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Gawel Wojtek - Rafal Jagniewski;271;0,50;0,35;0,14;-0,01;141;  0,30;130;-0,05;88;0,06;53;
Herbert Klumpp - Reiner Marsal;192;0,48;0,26;0,22;0,27;94;  0,18;97;0,47;46;0,08;48;
Jörg Fritsche - Klaus jun, Reps;112;0,46;0,41;0,06;0,08;59;  0,03;52;-0,06;30;0,22;29;
Martin Wüst - Vitaliy Khanukov;192;0,42;0,40;0,02;0,11;106;  -0,10;86;-0,01;45;0,20;61;
Christian Schlicker - Dr. Claus Günther;192;0,40;0,49;-0,09;-0,18;95;  0,00;97;-0,42;48;0,07;47;
Helmut Häusler - Dr. Andreas Kirmse;96;0,34;0,17;0,17;0,12;41;  0,21;54;-0,16;20;0,39;21;
Hans Frerichs - Ulrich Wenning;192;0,25;0,29;-0,04;-0,22;93;  0,13;99;-0,22;53;-0,23;40;
Jochen Bitschene - Sebastian Reim;192;0,21;0,27;-0,06;-0,06;105;  -0,05;87;0,08;60;-0,26;45;
Martin Schrödel - Martin Werner;288;0,09;-0,06;0,14;0,13;138;  0,15;149;0,45;77;-0,26;61;
Joachim Parsch - Klaus Zeitler;288;0,07;-0,09;0,16;-0,01;146;  0,33;142;-0,08;62;0,05;84;
Ulrich Kratz - Bernhard Sträter;192;0,07;0,24;-0,18;-0,11;96;  -0,24;96;0,18;49;-0,41;47;
Dr. Karl-Heinz Kaiser - Dr. Peter Freche;192;0,04;0,05;-0,01;0,09;92;  -0,10;100;0,08;39;0,10;53;
Helga Stoermer - Lutz Narajek;160;0,04;0,01;0,03;0,19;81;  -0,13;79;0,38;35;0,05;46;
Volker Hund-Schulze - Benedikt Wiemeyer;192;0,01;-0,03;0,04;0,35;97;  -0,27;94;0,54;56;0,09;41;
Helga Stoermer - Petra Eleftherakis;255;0,01;-0,11;0,12;0,05;123;  0,18;131;-0,01;59;0,10;64;
Florian Alter - Hartmut Kondoch;255;0,01;-0,09;0,10;0,24;127;  -0,05;128;0,22;68;0,27;59;
Ingo Schmid - Martin Müller;160;-0,05;-0,04;-0,01;-0,03;76;  0,01;84;0,20;35;-0,22;41;
Paul Grünke - Roland Rohowsky;176;-0,06;-0,07;0,01;0,00;93;  0,02;83;0,19;49;-0,20;44;
Christian Farwig - Dr. Marcus Joest;192;-0,11;-0,02;-0,09;0,07;90;  -0,24;102;-0,01;44;0,15;46;
Peter Jokisch - Udo Kasimir;208;-0,13;-0,15;0,02;0,07;104;  -0,03;104;0,17;53;-0,04;51;
Ralf Schmellekamp - Dimitrios Markaris;191;-0,15;0,01;-0,16;0,15;104;  -0,54;87;0,27;50;0,04;54;
Loek Fresen - Waltraud Vogt;191;-0,17;-0,14;-0,03;0,10;99;  -0,18;92;0,15;54;0,05;45;
Rainer Handel - Christoph Kemmer;192;-0,28;-0,21;-0,07;0,09;99;  -0,24;93;-0,36;50;0,55;49;
Ingo Lüßmann - Claudia Lüßmann;192;-0,30;-0,20;-0,11;-0,22;99;  0,02;93;-0,54;49;0,09;50;
Julius Linde - Christian Schwerdt;128;-0,43;-0,27;-0,15;0,06;61;  -0,35;66;-0,37;20;0,26;41;
Frank Düllmann - Ying Cheng;224;-0,53;-0,23;-0,30;-0,17;108;  -0,43;116;-0,48;41;0,02;67;
Frank Reichelt - Dr. Jean Georgiades;192;-0,56;-0,58;0,01;-0,18;88;  0,17;104;-0,09;40;-0,24;48;
Gisela Smykalla - Dr. Michael Schneider;192;-0,70;-0,57;-0,14;-0,36;85;  0,04;106;-0,45;43;-0,26;42;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Roy Welland - Sabine Auken;64;0,78;0,71;0,07;0,33;34;  -0,23;30;-0,01;17;0,68;17;
Hartmut Kondoch - Josias Prinz zu Waldeck;32;0,65;0,85;-0,20;-0,35;17;  -0,02;15;-1,06;12;1,33;5;
Martin Rehder - Michael Gromöller;47;0,22;0,23;-0,01;-0,02;26;  0,01;21;-0,76;13;0,72;13;
Helmut Häusler - Michael Gromöller;48;-0,49;-1,01;0,52;0,42;25;  0,64;23;0,37;13;0,48;12;
Berthold Engel - Dr. Sebastian Weyand;64;-0,61;-0,30;-0,31;0,26;31;  -0,84;33;0,11;20;0,54;11;

