1|1|103|29|20|97|6H|W|12|DA
1|1|16|71|90|14|6H|W|12|DA
1|1|17|87|18|51|6H|E|12|DA
1|1|28|96|33|5|6H|W|12|DK
1|1|37|30|89|82|5SX|S|8|C2
1|1|38|2|94|10|4H|W|12|DA
1|1|41|55|60|68|6H|W|12|DK
1|1|45|86|44|32|5H|W|12|S7
1|1|46|84|63|22|4SX|S|8|C2
1|1|53|8|93|11|6H|W|12|DK
1|1|54|35|72|7|5C|E|12|DA
1|1|56|76|4|83|5C|W|12|D4
1|1|58|23|27|24|6H|W|12|DA
1|1|61|19|101|26|5SX|S|8|D5
1|1|62|99|6|43|5H|W|12|DK
1|1|67|39|88|40|5H|W|12|DK
1|1|69|66|78|91|6H|W|12|DK
1|1|92|77|59|64|5H|E|11|SJ
1|10|103|29|20|97|4S|E|9|C3
1|10|16|71|90|14|4S|W|10|HJ
1|10|17|87|18|51|4S|W|11|HJ
1|10|28|96|33|5|4S|E|10|C2
1|10|37|30|89|82|4S|W|10|HJ
1|10|38|2|94|10|3N|E|9|C2
1|10|41|55|60|68|3N|E|10|D6
1|10|45|86|44|32|3N|E|12|HK
1|10|46|84|63|22|4S|W|11|HJ
1|10|53|8|93|11|4S|W|10|CT
1|10|54|35|72|7|4S|E|10|C3
1|10|56|76|4|83|4S|E|9|SJ
1|10|58|23|27|24|3N|E|9|D6
1|10|61|19|101|26|4S|E|9|SJ
1|10|62|99|6|43|4S|E|10|C2
1|10|67|39|88|40|4S|W|10|HJ
1|10|69|66|78|91|3N|E|10|C6
1|10|92|77|59|64|3N|E|10|C2
1|11|103|29|20|97|5D|N|11|D6
1|11|16|71|90|14|4S|N|10|H2
1|11|17|87|18|51|5DX|N|10|C6
1|11|28|96|33|5|5D|N|10|H5
1|11|37|30|89|82|5D|N|10|H7
1|11|38|2|94|10|3D|S|10|H7
1|11|41|55|60|68|5D|N|10|C6
1|11|45|86|44|32|5D|N|10|C6
1|11|46|84|63|22|3D|N|11|SK
1|11|53|8|93|11|4S|N|9|C7
1|11|54|35|72|7|4D|N|10|D6
1|11|56|76|4|83|2S|N|9|H2
1|11|58|23|27|24|4D|N|10|H2
1|11|61|19|101|26|4S|N|9|H7
1|11|62|99|6|43|4S|N|10|H2
1|11|67|39|88|40|3C|S|7|H4
1|11|69|66|78|91|3N|S|8|H3
1|11|92|77|59|64|3D|N|11|C7
1|12|103|29|20|97|4C|N|9|DK
1|12|16|71|90|14|3D|E|9|C5
1|12|17|87|18|51|2H|W|7|DT
1|12|28|96|33|5|3D|E|10|HJ
1|12|37|30|89|82|3D|W|8|HJ
1|12|38|2|94|10|4C|N|9|DQ
1|12|41|55|60|68|3D|E|9|HJ
1|12|45|86|44|32|3D|W|8|HJ
1|12|46|84|63|22|3D|E|8|D6
1|12|53|8|93|11|2CX|N|10|DK
1|12|54|35|72|7|4D|W|9|HJ
1|12|56|76|4|83|3S|E|6|C5
1|12|58|23|27|24|4D|E|8|C7
1|12|61|19|101|26|4C|N|9|DK
1|12|62|99|6|43|3D|E|8|HJ
1|12|67|39|88|40|2D|W|9|HJ
1|12|69|66|78|91|3D|E|9|C5
1|12|92|77|59|64|3D|E|8|CQ
1|13|103|29|20|97|4S|E|11|HK
1|13|16|71|90|14|5S|W|12|D6
1|13|17|87|18|51|4S|W|11|HT
1|13|28|96|33|5|4S|E|11|HT
1|13|37|30|89|82|4S|W|12|HT
1|13|38|2|94|10|4S|E|12|C7
1|13|41|55|60|68|4S|E|11|HT
1|13|45|86|44|32|4S|W|11|HT
1|13|46|84|63|22|4S|E|11|HK
1|13|53|8|93|11|6S|W|10|HT
1|13|54|35|72|7|4S|W|11|H3
1|13|56|76|4|83|4S|W|10|HT
1|13|58|23|27|24|4S|W|10|HT
1|13|61|19|101|26|4S|W|12|H9
1|13|62|99|6|43|4S|E|11|HK
1|13|67|39|88|40|4S|W|11|HT
1|13|69|66|78|91|4S|W|11|H9
1|13|92|77|59|64|4S|W|11|HT
1|14|103|29|20|97|3H|N|10|CA
1|14|16|71|90|14|3H|S|10|C7
1|14|17|87|18|51|4H|N|9|CA
1|14|28|96|33|5|2S|E|6|C5
1|14|37|30|89|82|2N|S|9|C6
1|14|38|2|94|10|3H|N|10|SJ
1|14|41|55|60|68|3H|N|10|S3
1|14|45|86|44|32|3H|N|9|SJ
1|14|46|84|63|22|3H|N|9|SJ
1|14|53|8|93|11|4H|N|10|SJ
1|14|54|35|72|7|3H|N|10|SJ
1|14|56|76|4|83|2S|E|6|CQ
1|14|58|23|27|24|3H|N|9|SJ
1|14|61|19|101|26|1N|E|6|D7
1|14|62|99|6|43|4H|N|10|SJ
1|14|67|39|88|40|4H|N|9|H3
1|14|69|66|78|91|1N|E|4|D7
1|14|92|77|59|64|3N|N|9|C2
1|15|103|29|20|97|4C|S|8|S2
1|15|16|71|90|14|1N|N|6|D7
1|15|17|87|18|51|4C|S|8|ST
1|15|28|96|33|5|4S|E|11|C9
1|15|37|30|89|82|4SX|W|10|C8
1|15|38|2|94|10|3S|W|9|C3
1|15|41|55|60|68|3SX|E|11|CQ
1|15|45|86|44|32|3S|W|11|C8
1|15|46|84|63|22|3C|S|7|DQ
1|15|53|8|93|11|4S|W|10|C3
1|15|54|35|72|7|3S|W|11|C8
1|15|56|76|4|83|4S|W|11|C8
1|15|58|23|27|24|3S|W|10|C3
1|15|61|19|101|26|4S|W|11|C3
1|15|62|99|6|43|4S|W|11|C3
1|15|67|39|88|40|3C|S|7|C3
1|15|69|66|78|91|4C|S|8|ST
1|15|92|77|59|64|4S|E|10|C3
1|16|103|29|20|97|5H|E|11|SJ
1|16|16|71|90|14|6H|W|12|DK
1|16|17|87|18|51|6H|W|12|DK
1|16|28|96|33|5|6H|E|12|DA
1|16|37|30|89|82|6H|W|12|DA
1|16|38|2|94|10|5H|W|12|DA
1|16|41|55|60|68|6H|E|12|DA
1|16|45|86|44|32|5SX|S|8|C2
1|16|46|84|63|22|5H|W|12|DK
1|16|53|8|93|11|4H|W|12|DA
1|16|54|35|72|7|5H|W|12|S7
1|16|56|76|4|83|5H|W|12|DK
1|16|58|23|27|24|6H|W|12|DK
1|16|61|19|101|26|6H|W|12|DK
1|16|62|99|6|43|6H|W|12|DA
1|16|67|39|88|40|6H|W|12|DA
1|16|69|66|78|91|4SX|S|8|C2
1|16|92|77|59|64|5SX|S|8|D5
1|2|103|29|20|97|4H|N|7|S5
1|2|16|71|90|14|1D|S|7|C4
1|2|17|87|18|51|4H|N|9|HJ
1|2|28|96|33|5|3H|N|9|HJ
1|2|37|30|89|82|1H|N|9|HJ
1|2|38|2|94|10|2H|N|9|CA
1|2|41|55|60|68|4HX|N|8|HJ
1|2|45|86|44|32|4H|N|9|HJ
1|2|46|84|63|22|1S|E|9|DA
1|2|53|8|93|11|2D|S|8|C4
1|2|54|35|72|7|4H|N|8|HJ
1|2|56|76|4|83|3H|N|8|HJ
1|2|58|23|27|24|2H|N|9|S5
1|2|61|19|101|26|4H|N|8|HJ
