Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Ortwin Wagner - Wolfram von Alvensleben;287;0,82;0,53;0,30;0,53;145;  0,06;142;0,35;83;0,76;62;
Kathryn Herz - Eckhard Böhlke;192;0,75;0,54;0,20;0,12;99;  0,29;93;-0,00;52;0,25;47;
Nils Bokholt - Roland Watzdorf;144;0,52;0,23;0,29;0,13;73;  0,45;71;0,05;30;0,18;43;
Ralf Speckmann - Hartmut Brückner;224;0,42;0,13;0,29;0,38;115;  0,19;109;0,44;62;0,32;53;
Matthias Schüller - Paul Orth;191;0,36;0,11;0,24;0,12;100;  0,38;91;-0,17;45;0,35;55;
Peter Kazub - Horst-Dieter Uhlmann;224;0,26;0,28;-0,02;-0,14;112;  0,10;111;-0,40;51;0,07;61;
Udo Kreimeyer - Wolfgang Sonntag;96;0,24;0,04;0,20;0,46;50;  -0,07;46;0,59;21;0,36;29;
Clemens Oelker - Joachim Cappeller;191;0,16;0,07;0,09;0,23;87;  -0,03;103;0,28;41;0,19;46;
Fabian Hupe - Jascha Garre;288;0,14;0,08;0,05;0,11;145;  -0,01;142;0,17;71;0,06;74;
Robert Boeddeker - Flora Boeddeker;287;0,13;0,19;-0,07;0,15;147;  -0,30;140;-0,10;79;0,45;68;
Rolf Beckmann - Wolfram Rach;127;0,09;-0,09;0,17;0,39;63;  -0,03;64;0,49;28;0,30;35;
Hans-Jörg Schinze - Ingrid Gromann;191;0,07;0,31;-0,24;-0,10;101;  -0,41;89;-0,18;55;-0,02;46;
Dr. Gerhard Göttsch - Henning Gärner;286;0,06;-0,08;0,14;0,26;146;  0,01;140;0,36;82;0,14;64;
Jörg Kraemer - Dennis Kraemer;144;0,05;-0,23;0,29;0,56;76;  -0,02;67;1,47;37;-0,31;39;
Max Neumann - Helge Dzellak;128;0,05;0,12;-0,06;-0,11;62;  -0,02;66;0,48;34;-0,84;28;
Prof, Ulrich Spengler - Werner Schneider;271;-0,07;0,02;-0,09;-0,19;135;  0,00;135;-0,26;71;-0,10;64;
Martin Hofmann - Dr. Peer Köster;191;-0,08;-0,27;0,18;0,27;86;  0,12;103;0,02;50;0,60;36;
Paul Orth - Cristina Giampetro;96;-0,12;-0,07;-0,04;-0,28;43;  0,16;51;-0,57;16;-0,11;27;
Stefan Helling - Dr. Sören Hein;144;-0,18;0,06;-0,24;-0,05;73;  -0,43;71;0,73;41;-1,04;32;
Dirk Gyselinck - Andreas Schiffmann;286;-0,18;-0,30;0,11;0,30;141;  -0,07;145;0,32;64;0,27;77;
Loek Fresen - Waltraud Vogt;144;-0,21;-0,32;0,11;-0,34;69;  0,51;75;-0,59;46;0,18;23;
Matthias Berghaus - Frank-Onno Bettermann;224;-0,23;-0,22;-0,01;0,17;101;  -0,15;122;0,21;47;0,13;54;
Robert Koch - Göran Mattsson;160;-0,26;-0,29;0,03;0,24;69;  -0,13;90;-0,21;32;0,62;37;
Eckhard Renken - Franz-Jürgen Röttger;144;-0,38;-0,02;-0,36;0,20;64;  -0,81;80;0,77;29;-0,28;35;
Klaus Kersting - Andreas Bollhorst;192;-0,43;0,05;-0,49;-0,64;109;  -0,29;83;-0,48;51;-0,77;58;
Bernd Engelhardt - Andreas Visetti;208;-0,47;-0,17;-0,30;-0,53;97;  -0,11;111;-0,36;48;-0,69;49;
Angelika Röttger - Friedrich Kleißendorf;208;-0,50;-0,44;-0,05;-0,03;112;  -0,08;96;-0,37;58;0,35;54;
Jochen Paustian - Prof, Roland Schmidt;144;-0,71;-0,57;-0,14;-0,08;72;  -0,20;72;0,25;31;-0,34;41;
Rüdiger Beck - Stefan Behn;96;-0,74;-0,03;-0,70;-0,74;48;  -0,66;48;-0,63;24;-0,86;24;
Achim Greune - Diana Farken;192;-0,77;-0,33;-0,44;-0,46;101;  -0,41;89;-0,74;58;-0,09;43;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Stefan Behn - Dirk Nedler;48;0,96;0,67;0,29;0,01;26;  0,61;22;0,32;17;-0,56;9;

