                                                       |             |              |           Play           |        Declaring         |                Defending              |
HERBST Ilan - HERBST Ophir                             |  176   0.16 | -0.03   0.19 |  0.31 ( 91)   0.06 ( 84) |  0.09 ( 52)   0.60 ( 39) |  0.09 ( 49)  -0.25 ( 35)   0.11 ( 84) |
KOKSOY Enver - MOLVA Murat                             |  192   0.15 |  0.12   0.03 | -0.13 (102)   0.22 ( 90) |  0.18 ( 62)  -0.60 ( 40) |  0.09 ( 47)   0.09 ( 43)   0.13 ( 90) |
VAN PROOIJEN Ricco - VERHEES Jr Louk                   |  208   0.14 | -0.00   0.14 |  0.09 ( 97)   0.18 (111) |  0.21 ( 61)  -0.12 ( 36) |  0.24 ( 57)   0.05 ( 54)   0.03 (111) |
RITMEIJER Richard - TICHA Magdalena                    |  112   0.13 |  0.03   0.10 | -0.09 ( 62)   0.35 ( 50) | -0.17 ( 57)   0.79 (  5) |  0.02 (  7)   0.09 ( 43)   0.27 ( 50) |
ZIPOVSKI Dimitraki - RADISIC Goran                     |  240   0.12 |  0.17  -0.05 |  0.04 (130)  -0.16 (109) | -0.32 ( 62)   0.37 ( 68) |  0.02 ( 51)  -0.23 ( 58)  -0.05 (109) |
JOENSEN Roi A Rogvu - SIMONSEN Bogi                    |  192   0.11 |  0.41  -0.30 | -0.13 ( 85)  -0.43 (107) | -0.10 ( 33)  -0.15 ( 52) | -0.30 ( 35)  -0.30 ( 72)  -0.12 (107) |
KAYA Emre - ATABEY Yalcin                              |  160   0.10 |  0.31  -0.21 | -0.19 ( 81)  -0.24 ( 79) |  0.22 ( 43)  -0.64 ( 38) | -0.40 ( 37)   0.39 ( 42)  -0.26 ( 79) |
COLDEA Ionut - MARINA Bogdan                           |  208   0.08 |  0.16  -0.07 |  0.01 (112)  -0.16 ( 96) |  0.27 ( 54)  -0.23 ( 58) |  0.03 ( 43)   0.13 ( 53)  -0.25 ( 96) |
CASPERSEN Henrik - GRAVERSEN Hans Christian            |  112   0.05 |  0.17  -0.13 | -0.38 ( 55)   0.12 ( 57) | -0.57 ( 27)  -0.20 ( 28) | -0.14 ( 29)   0.27 ( 28)   0.06 ( 57) |
PAREZANIN Darko - PERISIC Marko                        |  112  -0.03 | -0.12   0.08 |  0.14 ( 61)   0.01 ( 51) | -0.40 ( 35)   0.86 ( 26) | -0.36 ( 25)  -0.04 ( 26)   0.21 ( 51) |
ASKGAARD Michael - KONOW Kasper                        |  160  -0.08 |  0.20  -0.28 | -0.28 ( 78)  -0.28 ( 81) | -0.35 ( 33)  -0.24 ( 45) | -0.17 ( 44)  -0.28 ( 37)  -0.06 ( 81) |
DEHAYE Bernard - DEWASME Isabelle                      |  192  -0.16 | -0.22   0.06 |  0.31 ( 85)  -0.15 (107) |  0.41 ( 47)   0.19 ( 38) | -0.01 ( 61)   0.15 ( 46)  -0.21 (107) |
WINKLER Gabor - HOMONNAY Geza                          |  192  -0.20 | -0.05  -0.15 | -0.28 ( 92)  -0.02 (100) | -0.37 ( 50)  -0.17 ( 42) | -0.19 ( 52)  -0.09 ( 48)   0.12 (100) |
PLACKETT Richard Mark - POWNALL Mike                   |  128  -0.21 |  0.05  -0.27 | -0.13 ( 61)  -0.39 ( 67) | -0.76 ( 26)   0.34 ( 35) | -0.18 ( 35)   0.25 ( 32)  -0.42 ( 67) |
JANSONS Ugis - RUBENIS Ivars                           |  176  -0.21 |  0.16  -0.38 | -0.26 ( 79)  -0.47 ( 96) | -0.13 ( 44)  -0.43 ( 35) |  0.28 ( 43)  -0.37 ( 53)  -0.39 ( 96) |
JASSEM Krzysztof - MAZURKIEWICZ Marcin                 |  144  -0.22 | -0.35   0.13 |  0.20 ( 74)   0.06 ( 70) | -0.13 ( 41)   0.60 ( 33) | -0.35 ( 26)  -0.02 ( 44)   0.20 ( 70) |
LAKATOS Peter - SZILAGYI Laszlo                        |  176  -0.28 | -0.12  -0.16 | -0.61 ( 88)   0.29 ( 88) | -1.41 ( 37)  -0.02 ( 51) |  0.22 ( 44)   0.19 ( 44)   0.08 ( 88) |
BOCKEN Patrick - NEVE Olivier                          |  176  -0.28 | -0.48   0.20 | -0.17 ( 75)   0.47 (101) | -0.19 ( 41)  -0.14 ( 34) |  0.23 ( 43)   0.12 ( 58)   0.31 (101) |
JOVANOVIC Dejan - KOLDZIC Zoran                        |  176  -0.30 | -0.29  -0.01 |  0.05 ( 76)  -0.06 (100) | -0.07 ( 32)   0.14 ( 44) |  0.07 ( 53)  -0.10 ( 47)  -0.05 (100) |
VAN MIDDELEM Guy - CAPUTO Philippe                     |  176  -0.34 | -0.19  -0.15 | -0.02 ( 99)  -0.32 ( 76) | -0.19 ( 52)   0.17 ( 47) |  0.18 ( 37)  -0.46 ( 39)  -0.17 ( 76) |
ABOU CHANAB Bachar - SASSELLI Marco                    |  176  -0.35 | -0.34  -0.00 | -0.09 ( 73)   0.06 (102) |  0.24 ( 39)  -0.47 ( 34) | -0.04 ( 45)   0.39 ( 57)  -0.14 (102) |
BALASOVS Jurijs - RUBINS Karlis                        |  192  -0.36 |  0.08  -0.44 | -0.15 (105)  -0.80 ( 86) | -0.16 ( 50)  -0.15 ( 55) | -0.45 ( 39)  -0.29 ( 47)  -0.43 ( 86) |
MIKKELSEN Arne - MOHR Danjal Pauli                     |  192  -0.36 | -0.21  -0.15 |  0.19 ( 83)  -0.42 (107) |  0.26 ( 43)   0.11 ( 40) | -0.27 ( 59)   0.08 ( 48)  -0.30 (107) |
KURBALIJA Filip - SHIELDS Patrick                      |  192  -0.44 | -0.19  -0.25 | -0.07 (105)  -0.48 ( 87) |  0.15 ( 53)  -0.29 ( 52) | -0.40 ( 42)  -0.33 ( 45)  -0.11 ( 87) |
MASIC Faruk - MILOVIC Milovan                          |  176  -0.44 | -0.36  -0.08 | -0.22 ( 68)   0.01 (107) | -0.40 ( 35)  -0.02 ( 33) |  0.28 ( 54)   0.22 ( 53)  -0.24 (107) |
MAGNUSSON Stephan - NIKOLENKOV Dmitrij                 |  192  -0.48 | -0.23  -0.25 |  0.15 (100)  -0.70 ( 92) |  0.27 ( 56)   0.00 ( 44) | -0.35 ( 41)  -0.04 ( 51)  -0.52 ( 92) |
ARLOVICH Andrei - VAINIKONIS Erikas                    |  192  -0.53 | -0.13  -0.40 | -0.42 ( 90)  -0.38 (102) | -0.50 ( 48)  -0.32 ( 42) |  0.22 ( 44)   0.12 ( 58)  -0.54 (102) |
DAM Arni - LASSABERG Simin                             |  160  -0.64 | -0.39  -0.25 | -0.06 ( 95)  -0.53 ( 64) | -0.30 ( 51)   0.21 ( 44) | -0.39 ( 24)  -0.09 ( 40)  -0.33 ( 64) |
OLANSKI Wojtek - VAINIKONIS Vytautas                   |  192  -0.74 | -0.39  -0.35 | -0.07 ( 93)  -0.62 ( 99) |  0.62 ( 45)  -0.72 ( 48) | -0.03 ( 53)  -0.40 ( 46)  -0.42 ( 99) |
BUDRYS Marius - MICHAILOVAS Andrius                    |  160  -0.84 | -0.44  -0.41 | -0.32 ( 84)  -0.50 ( 76) | -0.32 ( 37)  -0.32 ( 47) | -0.51 ( 26)   0.00 ( 50)  -0.33 ( 76) |
DOLAREVIC Samir - TICA Ranko                           |  192  -0.85 | -0.21  -0.63 | -0.93 (101)  -0.31 ( 90) | -0.76 ( 53)  -1.12 ( 48) | -0.25 ( 40)  -0.13 ( 50)  -0.12 ( 90) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
CIMA Leonardo - SEMENTA Antonio                        |   64   0.61 |  0.57   0.04 | -0.20 ( 32)   0.28 ( 32) |  0.08 ( 18)  -0.56 ( 14) |  0.18 ( 17)   0.07 ( 15)   0.15 ( 32) |
JOURDAIN Patrick - SHIELDS Patrick                     |   64   0.09 | -0.01   0.10 | -0.55 ( 26)   0.55 ( 38) | -0.98 ( 15)   0.04 ( 11) |  0.21 ( 21)   0.36 ( 17)   0.27 ( 38) |
GIUBILO Valerio - SEMENTA Antonio                      |   32  -0.06 | -0.33   0.28 |  0.14 ( 15)   0.40 ( 17) |  0.29 (  5)   0.07 ( 10) | -0.52 (  7)   0.09 ( 10)   0.56 ( 17) |
JOURDAIN Patrick - PLACKETT Richard Mark               |   96  -0.10 | -0.35   0.25 |  0.11 ( 50)   0.40 ( 46) | -0.02 ( 19)   0.18 ( 31) |  0.09 ( 19)   0.02 ( 27)   0.35 ( 46) |
CIMA Leonardo - GIUBILO Valerio                        |   64  -0.32 | -0.69   0.37 |  0.19 ( 25)   0.49 ( 39) |  0.10 ( 10)   0.24 ( 15) |  0.56 ( 19)   0.16 ( 20)   0.14 ( 39) |
KARAIVANOV Kalin - MIHAILOV Georgi                     |   80  -0.46 | -0.28  -0.18 |  0.79 ( 36)  -0.98 ( 44) |  1.29 ( 17)   0.35 ( 19) | -0.63 ( 13)  -0.41 ( 31)  -0.50 ( 44) |
ANGELINI Francesco - SEMENTA Antonio                   |   95  -0.94 | -0.69  -0.25 | -0.26 ( 43)  -0.23 ( 52) | -0.76 ( 18)   0.09 ( 25) | -0.08 ( 17)  -0.17 ( 35)  -0.09 ( 52) |
KURBALIJA Diane - KURBALIJA Filip                      |   64  -1.01 | -0.55  -0.46 | -0.29 ( 34)  -0.64 ( 30) | -0.91 ( 21)   0.69 ( 13) | -0.26 ( 18)   0.29 ( 12)  -0.61 ( 30) |
KOLDZIC Zoran - PAREZANIN Darko                        |   16  -1.08 | -0.30  -0.78 |  0.44 (  7)  -1.73 (  9) |  0.57 (  4)   0.27 (  3) |  0.40 (  6)  -0.03 (  3)  -1.99 (  9) |
DOLAREVIC Samir - KALUDERCIC Aleksandar                |   80  -1.20 | -0.19  -1.01 | -1.30 ( 49)  -0.57 ( 31) | -2.64 ( 19)  -0.45 ( 30) | -0.09 ( 14)  -0.75 ( 17)  -0.11 ( 31) |
KALUDERCIC Aleksandar - MASIC Faruk                    |   96  -1.35 | -0.96  -0.39 |  0.34 ( 40)  -0.91 ( 56) |  0.08 ( 13)   0.47 ( 27) | -1.29 ( 25)  -0.27 ( 31)  -0.19 ( 56) |
VERSACE Alfredo - ANGELINI Francesco                   |   16  -1.61 | -1.47  -0.14 |  0.00 (  8)  -0.29 (  8) |     - (  0)   0.00 (  8) |  0.01 (  8)      - (  0)  -0.30 (  8) |
LAURIA Lorenzo - SEMENTA Antonio                       |   16  -1.80 | -1.23  -0.57 | -0.41 (  5)  -0.64 ( 11) | -0.41 (  5)      - (  0) |  0.25 (  7)  -0.63 (  4)  -0.57 ( 11) |
VERSACE Alfredo - SEMENTA Antonio                      |   32   0.29 |  0.34  -0.05 |  0.40 ( 15)  -0.45 ( 17) |  0.21 (  6)   0.53 (  9) | -0.84 (  9)  -0.07 (  8)   0.03 ( 17) |

