Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Josef Piekarek - Tomasz Gotard;96;0,96;0,68;0,27;0,35;55;  0,17;41;0,87;26;-0,12;29;
Josef Piekarek - Alexander Smirnov;96;0,92;0,06;0,86;0,16;49;  1,60;47;0,30;22;0,05;27;
Helmut Häusler - Dr. Andreas Kirmse;176;0,57;0,58;-0,00;-0,14;93;  0,15;83;-0,32;40;0,00;53;
Peter Jokisch - Udo Kasimir;192;0,52;0,17;0,35;0,41;87;  0,30;105;0,63;46;0,16;41;
Florian Alter - Hartmut Kondoch;160;0,34;0,41;-0,07;-0,25;77;  0,09;81;-0,83;26;0,04;51;
Julius Linde - Christian Schwerdt;192;0,29;-0,02;0,31;0,47;92;  0,16;98;0,19;44;0,74;48;
Hans Frerichs - Ulrich Wenning;208;0,27;0,22;0,06;0,20;92;  -0,05;115;0,21;57;0,19;35;
Matthias Schüller - Paul Orth;160;0,27;0,02;0,25;0,18;77;  0,31;83;0,29;36;0,08;41;
Martin Rehder - Michael Gromöller;96;0,27;-0,11;0,38;0,90;48;  -0,15;47;0,46;23;1,31;25;
Herbert Klumpp - Jochen Bitschene;128;0,22;0,12;0,11;0,55;65;  -0,35;62;0,24;34;0,88;31;
Dr. Peter Freche - Dr. Karl-Heinz Kaiser;192;0,20;-0,01;0,21;0,26;94;  0,18;96;0,35;52;0,14;42;
Christian Schlicker - Dr. Claus Günther;191;0,20;0,09;0,10;0,06;94;  0,15;96;-0,03;41;0,13;53;
Fred Wrobel - Stefan Häßler;128;0,15;0,02;0,13;0,16;59;  0,11;68;0,03;27;0,27;32;
Jacek Lesniczak - Janko Katerbau;192;0,14;-0,17;0,31;0,42;89;  0,22;102;0,26;45;0,59;44;
Rainer Handel - Christoph Kemmer;128;0,12;0,31;-0,19;0,07;63;  -0,45;65;-0,84;33;1,07;30;
Dr. Sebastian Weyand - Claudia Vechiatto;112;0,07;0,16;-0,09;0,57;48;  -0,59;64;1,08;18;0,26;30;
Martin Löfgren - Nikolas Bausback;144;0,03;-0,17;0,19;0,38;70;  0,02;73;0,62;35;0,13;35;
Martin Wüst - Vitaliy Khanukov;192;0,00;-0,15;0,15;0,28;107;  -0,01;84;0,48;48;0,12;59;
Dr. Werner Graf - Reiner Marsal;144;-0,00;0,09;-0,09;0,16;73;  -0,36;68;-0,09;27;0,31;46;
Martin Schrödel - Martin Werner;208;-0,03;0,18;-0,22;0,01;91;  -0,40;115;0,08;49;-0,08;42;
Joachim Parsch - Klaus Zeitler;224;-0,15;0,06;-0,21;-0,42;127;  0,07;97;-0,73;51;-0,21;76;
Mads Eyde - Dennis Bilde;160;-0,16;0,09;-0,25;-0,34;98;  -0,10;62;-0,21;49;-0,47;49;
Felix Zimmermann - Max Ellerbeck;208;-0,20;-0,08;-0,12;-0,27;116;  0,08;92;-0,25;52;-0,28;64;
Berthold Engel - Claudia Vechiatto;96;-0,20;0,13;-0,33;-0,22;39;  -0,41;56;-0,11;25;-0,41;14;
Paul Grünke - David Cole;192;-0,21;-0,26;0,05;0,23;93;  -0,12;97;0,49;42;0,01;51;
Loek Fresen - Waltraud Vogt;192;-0,25;0,11;-0,36;-0,52;94;  -0,20;97;-0,58;42;-0,48;52;
Matthias Felmy - Roland Rohowsky;208;-0,31;-0,51;0,20;-0,01;99;  0,39;109;0,14;47;-0,15;52;
Miklos Dumbovich - Dr. Josef Harsanyi;222;-0,31;-0,02;-0,30;-0,16;114;  -0,44;107;-0,10;56;-0,23;58;
Nedju Buchlev - Sebastian Reim;160;-0,37;-0,24;-0,12;-0,58;79;  0,32;81;-0,56;39;-0,60;40;
Fabian von Löbbecke - Dirk Sanne;160;-0,40;-0,27;-0,13;-0,41;86;  0,21;71;-0,53;41;-0,31;45;
Ulrich Kratz - Bernhard Sträter;176;-0,47;-0,35;-0,11;-0,25;96;  0,06;78;-0,29;40;-0,23;56;
Holger Hoffmann - Christian Dörmer;176;-0,58;-0,03;-0,56;-0,40;85;  -0,70;91;-0,22;52;-0,70;33;
Josias Prinz zu Waldeck - Berthold Engel;111;-0,62;-0,80;0,18;0,05;51;  0,29;60;-0,03;26;0,13;25;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Helmut Häusler - Jörg Fritsche;48;1,01;0,62;0,39;0,82;21;  0,06;27;0,34;9;1,18;12;
Jacek Lesniczak - Dirk Sanne;16;0,22;-0,49;0,70;0,88;11;  0,32;5;0,34;4;1,18;7;
Hartmut Kondoch - Josias Prinz zu Waldeck;64;0,17;0,11;0,06;0,19;38;  -0,12;26;0,35;17;0,06;21;
Jörg Fritsche - Martin Rehder;32;-0,06;0,53;-0,59;-0,85;15;  -0,36;17;-1,64;10;0,74;5;
Jacek Lesniczak - Cezary Krzeminski;48;-0,42;-0,07;-0,35;-0,17;17;  -0,45;31;0,37;10;-0,94;7;
Jörg Fritsche - Dr. Andreas Kirmse;16;-0,69;-0,38;-0,31;0,44;9;  -1,48;6;4,49;2;-0,72;7;
Dr. Sebastian Weyand - Berthold Engel;32;-0,70;-0,21;-0,48;0,24;16;  -1,21;16;-1,17;10;2,58;6;
Fred Wrobel - Susanne Kriftner;64;-0,83;-0,11;-0,72;-1,13;31;  -0,33;33;-1,67;18;-0,39;13;
Jörg Fritsche - Michael Gromöller;16;-1,44;-1,77;0,34;-0,79;5;  0,85;11;-0,79;5;-;0;

