2|25|9.962|9.839|9.961|9.838|5DX|N|7
2|25|9.922|9.984|9.921|9.985|3S|E|12
2|25|9.908|9.966|9.905|9.965|5HX|S|8
2|25|9.946|9.856|9.945|9.854|4H|S|8
2|25|9.844|9.779|9.843|9.780|4S|E|10
2|25|9.775|9.832|9.776|9.833|5S|E|11
2|25|9.836|9.964|9.837|9.963|4S|E|10
2|25|9.987|9.918|9.986|9.917|4S|E|12
2|25|9.968|9.906|9.967|9.904|4S|E|10
2|25|9.857|9.948|9.855|9.949|4SX|E|11
2|25|9.783|9.840|9.784|9.841|4S|E|10
2|25|9.828|9.773|9.829|9.774|3S|E|12
