Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Julius Linde - Christian Schwerdt;192;1,15;0,85;0,30;0,38;90;  0,23;100;0,33;47;0,43;43;
Paul Grünke - Roland Rohowsky;192;0,84;0,78;0,06;-0,05;90;  0,16;99;0,17;50;-0,33;40;
Peter Jokisch - Udo Kasimir;128;0,51;0,73;-0,21;-0,23;66;  -0,20;62;-0,22;35;-0,24;31;
Dr. Rolf Kühn - Dr. Frank Pioch;176;0,29;0,26;0,03;-0,07;97;  0,15;79;-0,10;47;-0,04;50;
Felix Zimmermann - Max Ellerbeck;192;0,28;0,33;-0,05;0,10;119;  -0,28;73;0,34;50;-0,08;69;
Holger Hoffmann - Christian Dörmer;176;0,19;0,20;-0,01;-0,18;81;  0,13;94;-0,60;40;0,23;41;
Matthias Schüller - Paul Orth;192;0,16;0,00;0,16;0,12;98;  0,20;94;0,21;44;0,05;54;
Dr. Michael Tomski - Martin Schrödel;192;0,11;0,01;0,11;-0,03;87;  0,23;102;-0,26;46;0,22;41;
Christian Schlicker - Dr. Claus Günther;192;0,10;0,19;-0,09;0,10;99;  -0,30;91;0,75;54;-0,68;45;
Robert Maybach - Wolf Stahl;192;0,09;-0,04;0,13;0,09;103;  0,18;89;0,10;42;0,08;61;
Jörg Fritsche - Klaus jun, Reps;192;0,05;-0,05;0,11;0,30;86;  -0,05;105;0,33;46;0,26;40;
Martin Wüst - Vitaliy Khanukov;192;-0,01;0,01;-0,02;0,08;105;  -0,15;86;-0,01;51;0,16;54;
Herbert Klumpp - Reiner Marsal;192;-0,05;-0,22;0,17;0,18;107;  0,17;82;0,08;50;0,27;57;
Jacek Lesniczak - Cezary Krzeminski;128;-0,05;-0,27;0,22;0,28;57;  0,18;70;-0,33;26;0,79;31;
Fred Wrobel - Stefan Häßler;96;-0,07;0,20;-0,27;0,24;40;  -0,63;56;0,37;20;0,12;20;
Hans Frerichs - Ulrich Wenning;192;-0,09;-0,01;-0,08;-0,12;85;  -0,04;106;0,43;47;-0,80;38;
Rainer Handel - Christoph Kemmer;175;-0,09;0,14;-0,24;-0,01;79;  -0,43;95;-0,35;32;0,22;47;
Loek Fresen - Waltraud Vogt;192;-0,11;-0,15;0,04;0,12;95;  -0,04;96;-0,08;51;0,36;44;
Fabian von Löbbecke - Dirk Sanne;128;-0,14;-0,14;0,01;-0,11;63;  0,13;63;-0,13;29;-0,10;34;
Dr. Peter Freche - Dr. Karl-Heinz Kaiser;192;-0,14;-0,12;-0,02;-0,05;110;  0,01;81;0,16;48;-0,21;62;
Ulrich Kratz - Bernhard Sträter;192;-0,14;-0,21;0,06;0,06;98;  0,07;92;0,04;45;0,07;53;
Dr. Michael Kammermeier - Martin Werner;192;-0,17;-0,41;0,24;0,27;83;  0,22;109;0,38;34;0,19;49;
Helmut Häusler - Dr. Andreas Kirmse;256;-0,17;-0,31;0,14;-0,04;110;  0,27;144;-0,10;58;0,03;52;
Joachim Parsch - Klaus Zeitler;176;-0,27;-0,01;-0,26;-0,06;97;  -0,51;79;0,12;42;-0,20;55;
Matthias Felmy - Tomasz Gotard;128;-0,37;-0,51;0,14;0,02;63;  0,26;62;0,36;34;-0,37;29;
Ralf Schmellekamp - Dimitrios Markaris;192;-0,38;-0,13;-0,25;-0,28;100;  -0,22;92;0,09;45;-0,58;55;
Gregor Sieber - Ulrike Schreckenberger;112;-0,66;-0,80;0,14;-0,04;57;  0,33;54;-0,32;34;0,38;23;
Michael Gromöller - Dr. Christian Döbig;111;-0,68;-0,73;0,04;-0,03;55;  0,11;55;0,16;26;-0,20;29;
Dr. Marcus Joest - Christian Farwig;192;-0,75;-0,52;-0,23;-0,04;90;  -0,40;100;-0,32;43;0,21;47;
Fred Wrobel - Alexander Wodniansky;112;-0,96;-0,59;-0,38;0,09;56;  -0,84;56;0,06;22;0,11;34;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Dr. Daniel Schmidt-Isenbeck - Dr. Frank Pioch;16;1,55;1,36;0,19;0,47;6;  0,02;10;3,60;1;-0,16;5;
Roy Welland - Sabine Auken;62;1,53;1,15;0,38;0,71;25;  0,16;37;1,25;10;0,35;15;
Andreas Babsch - Martin Schifko;80;1,30;1,12;0,18;0,57;47;  -0,38;33;0,19;20;0,86;27;
Helmut Häusler - Michael Gromöller;16;1,22;1,15;0,07;0,00;4;  0,10;12;0,00;2;0,00;2;
Andreas Babsch - Ulrike Schreckenberger;64;0,21;0,36;-0,15;-0,13;28;  -0,16;36;-1,05;13;0,67;15;
Sebastian Reim - Daniela von Arnim;64;0,08;0,10;-0,02;0,14;31;  -0,18;31;0,48;17;-0,27;14;
Jacek Lesniczak - Janko Katerbau;64;0,01;0,02;-0,01;-0,19;31;  0,15;33;0,31;14;-0,60;17;
Jochen Bitschene - Daniela von Arnim;80;-0,42;-0,14;-0,28;-0,41;42;  -0,14;38;-0,11;22;-0,74;20;
Fabian von Löbbecke - Janko Katerbau;64;-0,74;-0,32;-0,42;-0,34;38;  -0,52;26;0,19;18;-0,82;20;
Joachim Parsch - Martin Schrödel;16;-0,77;0,23;-1,00;-0,71;10;  -1,49;6;-0,57;6;-0,91;4;
Jochen Bitschene - Sebastian Reim;64;-0,87;-0,70;-0,18;0,05;32;  -0,40;32;0,62;16;-0,53;16;

