Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Ulrike Schreckenberger - Andreas Babsch;128;0,96;0,49;0,47;0,49;53;  0,48;72;1,62;24;-0,45;29;
Holger Hoffmann - Christian Dörmer;112;0,71;0,18;0,53;0,38;43;  0,63;68;0,11;27;0,85;16;
Fred Wrobel - Stefan Häßler;176;0,64;-0,06;0,70;0,62;85;  0,80;89;0,39;48;0,91;37;
Ingo Lüßmann - Claudia Lüßmann;128;0,50;0,09;0,41;0,93;56;  0,00;68;1,50;30;0,28;26;
Felix Zimmermann - Max Ellerbeck;223;0,39;0,20;0,19;0,32;128;  0,03;93;0,06;51;0,49;77;
Florian Alter - Hartmut Kondoch;127;0,39;0,12;0,27;0,14;56;  0,38;69;0,18;28;0,11;28;
Anne Gladiator - Elke Weber;208;0,37;0,25;0,12;0,02;96;  0,21;111;-0,46;54;0,63;42;
Sebastian Weyand - Claudia Vechiatto;176;0,31;0,34;-0,03;-0,44;81;  0,33;92;-0,54;34;-0,36;47;
Annaïg Della Monta - Dr. Alfred Berthold;223;0,28;0,15;0,13;0,11;99;  0,16;122;0,13;52;0,09;47;
Max Winter - Dr. Neklan Chmelik;112;0,20;0,21;-0,02;-0,22;60;  0,22;51;-0,66;32;0,29;28;
Heinrich Nowak - Stefan Back;111;0,18;0,19;-0,01;0,08;51;  -0,09;60;0,37;22;-0,13;29;
Josias Prinz zu Waldeck - Berthold Engel;111;0,13;0,26;-0,13;-0,17;50;  -0,11;58;-0,36;26;0,03;24;
Robert Maybach - Wolf Stahl;192;0,09;-0,06;0,15;0,16;108;  0,13;84;0,38;47;-0,01;61;
Marie Eggeling - Dietmar Korb;192;0,03;-0,13;0,16;-0,09;80;  0,33;110;0,30;39;-0,45;41;
Flora Zarkesch-Boeddeker - Robert Boeddeker;288;0,01;0,04;-0,03;-0,07;145;  0,01;142;0,24;69;-0,35;76;
Norbert Stübinger - Thomas Martin;208;-0,05;0,10;-0,15;-0,09;115;  -0,24;91;0,11;72;-0,42;43;
Gisela Smykalla - Dr. Michael Schneider;224;-0,06;-0,25;0,20;0,06;124;  0,37;97;0,11;69;-0,00;55;
Hans-Joachim Prieß - Raffael Braun;191;-0,06;0,03;-0,10;0,15;100;  -0,37;91;0,20;47;0,11;53;
Michael Schröder - Stefan Vernon;176;-0,12;-0,26;0,14;0,15;89;  0,13;83;0,07;56;0,29;33;
Oliver Hevemeier - Wolfram von Alvensleben;285;-0,14;-0,03;-0,11;0,38;144;  -0,62;138;0,92;65;-0,08;79;
Michael Thomsen - Dr. Gerben Dirksen;191;-0,20;-0,10;-0,10;-0,05;90;  -0,14;100;0,14;47;-0,26;43;
Ulf Bormann - Christine Kraus;175;-0,23;-0,08;-0,14;0,07;97;  -0,41;77;-0,09;41;0,19;56;
Ingeborg Metzler - Bernd Metzler;240;-0,31;-0,01;-0,30;-0,62;117;  -0,00;120;-0,78;56;-0,46;61;
Frank Reichelt - Dr. Jean Georgiades;224;-0,34;-0,26;-0,08;0,04;119;  -0,24;103;0,00;61;0,09;58;
Felix Schadendorf - Joachim Hegener;191;-0,45;-0,05;-0,40;-0,59;79;  -0,29;107;-0,61;42;-0,56;37;
Roland Kühnle - Ulrik Wittek;239;-0,46;0,07;-0,53;-0,90;129;  -0,09;108;-1,30;67;-0,47;62;
Georg Szasz - Max Winter;128;-0,52;-0,03;-0,49;-1,03;63;  0,03;63;-1,07;33;-0,98;30;
Dr. Gabriele Krämer - Dr. Neklan Chmelik;128;-0,90;-0,51;-0,39;-0,28;66;  -0,52;60;-0,34;36;-0,20;30;
Krzysztof Dec - Christian Lepa;96;-1,19;-0,88;-0,31;-0,15;46;  -0,47;49;0,50;20;-0,64;26;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Berthold Engel - Claudia Vechiatto;32;1,54;1,31;0,22;0,12;16;  0,33;16;-0,30;10;0,82;6;
Hartmut Kondoch - Claudia Vechiatto;16;0,91;0,89;0,01;-0,07;8;  0,10;8;-0,15;5;0,07;3;
Fred Wrobel - Christian Dörmer;64;0,77;0,41;0,37;0,20;30;  0,52;34;0,46;18;-0,20;12;
Hartmut Kondoch - Josias Prinz zu Waldeck;80;0,44;0,12;0,32;0,16;35;  0,48;42;-0,60;15;0,72;20;
Gregor Sieber - Ulrike Schreckenberger;48;0,36;0,00;0,36;1,15;23;  -0,39;24;0,92;15;1,58;8;
Sebastian Weyand - Berthold Engel;32;0,28;0,31;-0,04;-0,58;19;  0,75;13;-1,03;7;-0,32;12;
Georg Szasz - Krzysztof Dec;64;-0,22;0,03;-0,25;-0,29;38;  -0,19;26;-0,79;21;0,32;17;
Alexander Rapoport - Alexei Vinogradov;80;-0,41;-0,21;-0,20;0,41;37;  -0,73;43;0,41;19;0,42;18;
Malgorzata Schröder - Michael Schröder;79;-0,50;-0,42;-0,08;-0,40;47;  0,39;32;-0,64;28;-0,04;19;
Krzysztof Dec - Dr. Gabriele Krämer;48;-1,36;-1,46;0,09;0,62;20;  -0,28;28;0,52;12;0,76;8;

