Players;No,;Pl1;Pl2;Def;L1;L2;Butler;Bid;Play1;Play2;;Lead1;Lead2;Def
FREY Nathalie - REESS Vanessa;192;48;48;96;46;50;1,06;0,34;0,14;0,02;0,11;0,14;0,31
SMITH Nicola - DHONDY Heather;208;48;46;113;59;54;0,92;0,70;0,25;-0,01;-0,03;0,05;-0,04
WILLARD Sylvie - CRONIER Benedicte;240;62;52;122;66;56;0,91;0,51;0,03;0,19;0,06;0,02;0,11
VRIEND Bep - ARNOLDS Carla;240;37;99;103;75;28;0,82;0,52;0,03;0,09;0,00;0,04;0,15
AUKEN Sabine - VON ARNIM Daniela;320;84;77;158;83;75;0,77;0,30;0,20;0,13;0,01;0,08;0,05
STANSBY JoAnna - ROSENBERG Debbie;304;92;69;143;80;63;0,73;0,44;0,17;0,01;0,03;-0,01;0,09
ZHANG Yalan - GU Ling;224;65;37;122;53;69;0,70;0,30;0,41;0,07;0,02;-0,01;-0,09
ALBERTI Anja - SCHRAVERUS-MEUER Mirja;176;42;47;85;46;39;0,67;0,38;-0,01;-0,10;0,13;0,06;0,21
GAVIARD Daniele - SAUL Catherine;240;29;93;115;85;30;0,63;0,22;0,16;0,11;0,05;-0,01;0,09
SUN Ming - WANG Jian;224;41;67;115;82;33;0,56;0,28;0,01;0,02;0,17;-0,00;0,08
SUTHERLIN Peggy - ALLISON Karen;192;51;49;91;32;59;0,56;0,13;0,02;0,28;0,16;-0,08;0,06
WANG Ping - LIU Yi Qian;224;66;49;106;57;49;0,54;0,28;0,16;-0,09;0,05;-0,03;0,16
WITTES Pam - MANCUSO Renee;256;40;78;135;68;67;0,50;0,20;0,13;-0,00;-0,04;0,02;0,19
KHALIL Lily - KHOURI Maud;208;50;48;107;59;48;0,44;0,58;-0,02;0,09;-0,04;-0,04;-0,13
DE MELLO Sylvia Figueira - PAIN Leda;192;43;55;94;51;43;0,30;0,38;0,03;-0,09;-0,06;-0,03;0,07
