                                                       |             |              |           Play           |        Declaring         |                Defending              |
GOLIN Cristina - OLIVIERI Gabriella                    |  144   0.51 |  0.45   0.05 | -0.02 ( 72)   0.13 ( 70) | -0.08 ( 31)   0.02 ( 41) |  0.14 ( 31)   0.31 ( 39)  -0.10 ( 70) |
MANDELOT Agota - NOGUEIRA Heloisa                      |  128   0.50 |  0.19   0.31 |  0.61 ( 59)   0.05 ( 69) |  0.43 ( 34)   0.86 ( 25) | -0.55 ( 39)   0.91 ( 30)  -0.03 ( 69) |
NARUNSKY Maureen - SWIEL Joy                           |  144   0.47 |  0.31   0.16 |  0.27 ( 65)   0.07 ( 78) | -0.05 ( 35)   0.63 ( 30) |  0.04 ( 34)   0.07 ( 44)   0.01 ( 78) |
POIZAT Rokia - VIVES Catherine                         |  128   0.42 |  0.24   0.18 |  0.09 ( 63)   0.26 ( 65) |  0.14 ( 33)   0.04 ( 30) | -0.15 ( 34)   0.44 ( 31)   0.13 ( 65) |
FERLAZZO Caterina - MANARA Gabriella                   |  144   0.32 |  0.16   0.16 |  0.37 ( 77)  -0.07 ( 66) |  1.14 ( 29)  -0.09 ( 48) |  0.24 ( 25)   0.01 ( 41)  -0.17 ( 66) |
BESSIS Veronique - PUILLET Carole                      |  144   0.28 |  0.23   0.05 | -0.56 ( 71)   0.65 ( 73) | -0.45 ( 35)  -0.67 ( 36) |  0.00 ( 37)   0.50 ( 36)   0.40 ( 73) |
DARYANANI Padma - SULTAN Perla                         |  128   0.26 |  0.66  -0.40 | -0.10 ( 69)  -0.75 ( 59) | -0.23 ( 39)   0.07 ( 30) |  0.19 ( 31)  -0.37 ( 28)  -0.67 ( 59) |
FUGLESTAD Ann Karin - HARDING Marianne                 |  159   0.19 |  0.40  -0.21 |  0.03 ( 83)  -0.47 ( 76) |  0.01 ( 40)   0.05 ( 43) | -0.61 ( 32)  -0.10 ( 44)  -0.16 ( 76) |
WANG Hongli - WANG Wen Fei                             |  127   0.13 | -0.09   0.22 |  0.13 ( 59)   0.29 ( 68) |  0.11 ( 27)   0.16 ( 32) | -0.05 ( 28)   0.25 ( 40)   0.17 ( 68) |
BOHNSACK Susanne - KHANUKOVA Yevgeniya                 |  112   0.04 |  0.14  -0.10 |  0.03 ( 66)  -0.30 ( 45) | -1.54 ( 28)   1.19 ( 38) | -0.13 ( 25)   0.01 ( 20)  -0.23 ( 45) |
LUESSMANN Claudia - SMYKALLA Gisela                    |  144   0.03 | -0.01   0.05 | -0.03 ( 60)   0.10 ( 83) |  0.29 ( 37)  -0.53 ( 23) |  0.17 ( 49)  -0.14 ( 34)   0.05 ( 83) |
AZWER Zeenat - AGHA Rubina                             |  176  -0.05 |  0.12  -0.17 | -0.28 ( 97)  -0.04 ( 79) | -0.54 ( 55)   0.06 ( 42) |  0.06 ( 45)  -0.05 ( 34)  -0.05 ( 79) |
EGGELING Marie - GIAMPIETRO Cristina                   |  160  -0.06 | -0.12   0.06 |  0.28 ( 70)  -0.11 ( 89) | -0.11 ( 33)   0.63 ( 37) |  0.15 ( 51)  -0.32 ( 38)  -0.06 ( 89) |
BETTINI Maria Grazia - PACHECO Morella                 |  144  -0.15 | -0.09  -0.06 |  0.07 ( 68)  -0.18 ( 75) | -0.90 ( 21)   0.50 ( 47) |  0.17 ( 31)   0.14 ( 44)  -0.33 ( 75) |
EGAN Victoria - TAN Gemma                              |  112  -0.15 |  0.10  -0.25 |  0.02 ( 54)  -0.50 ( 58) |  0.77 ( 29)  -0.84 ( 25) | -0.02 ( 34)  -0.51 ( 24)  -0.28 ( 58) |
HOLMOY Stine - VIST Gunn Tove                          |  128  -0.20 | -0.23   0.02 | -0.28 ( 71)   0.41 ( 56) | -0.67 ( 42)   0.28 ( 29) | -0.25 ( 32)   0.31 ( 24)   0.42 ( 56) |
ABU GARBIEH May - AL BITAR Mais                        |  192  -0.27 | -0.20  -0.07 |  0.04 ( 88)  -0.17 (103) |  0.58 ( 50)  -0.66 ( 38) |  0.05 ( 44)   0.02 ( 59)  -0.20 (103) |
KENNY Renee - LIPSHITZ Charmaine                       |  144  -0.32 |  0.01  -0.33 | -0.40 ( 77)  -0.25 ( 67) | -0.17 ( 33)  -0.57 ( 44) |  0.10 ( 23)  -0.21 ( 44)  -0.15 ( 67) |
HAMAMSI Rokia - TEBER Samira                           |  144  -0.41 | -0.16  -0.25 | -0.16 ( 84)  -0.39 ( 59) | -0.08 ( 41)  -0.24 ( 43) | -0.19 ( 27)  -0.30 ( 32)  -0.13 ( 59) |
GUERRAOUI Farida - MARRAKCHI Khadija                   |  144  -0.45 | -0.34  -0.11 | -0.20 ( 74)  -0.02 ( 69) |  0.14 ( 31)  -0.44 ( 43) | -0.32 ( 26)   0.23 ( 43)  -0.05 ( 69) |
BREYTENBACH Marina - FACTOR Roseline                   |  128  -0.59 | -0.47  -0.13 |  0.13 ( 71)  -0.44 ( 57) | -0.29 ( 40)   0.66 ( 31) |  0.12 ( 21)  -0.49 ( 36)  -0.18 ( 57) |
BENCHEMSI Fatiha - AYAD Saliva                         |  128  -0.63 | -0.52  -0.10 | -0.41 ( 56)   0.13 ( 72) | -0.12 ( 29)  -0.73 ( 27) | -0.05 ( 48)  -0.31 ( 24)   0.27 ( 72) |
FARHAT Faten - HAMDAN Nahla                            |  128  -0.65 | -0.39  -0.26 | -0.20 ( 61)  -0.32 ( 66) | -0.48 ( 36)   0.21 ( 25) | -0.60 ( 30)  -0.10 ( 36)   0.01 ( 66) |
AHMED Farida - AKHTAR Shamim                           |  160  -1.02 | -0.47  -0.55 | -0.37 ( 75)  -0.71 ( 85) | -0.40 ( 30)  -0.35 ( 45) | -0.62 ( 40)  -0.02 ( 45)  -0.41 ( 85) |
DIEBOLD Zoraida - TAGLIAVIA Marisa                     |  144  -1.56 | -1.19  -0.37 | -0.35 ( 65)  -0.40 ( 78) | -0.54 ( 27)  -0.22 ( 38) | -0.17 ( 44)  -0.10 ( 34)  -0.26 ( 78) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
FARHAT Faten - ANAWATI Claude                          |   16   1.00 |  1.64  -0.64 | -1.87 (  7)   0.33 (  9) | -1.87 (  7)      - (  0) |     - (  0)   0.01 (  9)   0.31 (  9) |
WANG Liping - WANG Wen Fei                             |   32   0.88 |  0.79   0.09 |  0.51 ( 14)  -0.23 ( 18) |  0.89 (  7)   0.12 (  7) | -0.37 ( 10)  -0.14 (  8)   0.03 ( 18) |
ABU GARBIEH May - HASHEM Nawar                         |   16   0.81 |  0.82  -0.01 |  0.30 (  9)  -0.40 (  7) |  0.30 (  9)      - (  0) |     - (  0)   0.00 (  7)  -0.40 (  7) |
HAMDAN Nahla - ANAWATI Claude                          |   48   0.46 |  0.03   0.43 |  0.61 ( 26)   0.23 ( 22) | -0.00 ( 14)   1.32 ( 12) | -0.48 ( 10)  -0.03 ( 12)   0.46 ( 22) |
CHAMMAA Iman - KREIDIEH Hana                           |   16   0.44 | -0.42   0.86 |  1.10 ( 10)   0.46 (  6) | -0.41 (  2)   1.47 (  8) |  0.10 (  4)  -0.08 (  2)   0.42 (  6) |
ENCONTRO Mylene - TAN Gemma                            |   64   0.20 | -0.17   0.37 | -0.11 ( 32)   0.85 ( 32) |  0.10 ( 11)  -0.21 ( 21) |  0.30 ( 17)   0.32 ( 15)   0.54 ( 32) |
EGAN Victoria - VELHAGEN Consuelo                      |   16   0.19 |  0.48  -0.29 | -0.56 (  6)  -0.13 ( 10) |  0.50 (  4)  -2.69 (  2) |  0.04 (  5)   0.21 (  5)  -0.26 ( 10) |
KREIDIEH Hana - ANAWATI Claude                         |   95  -0.12 | -0.20   0.08 | -0.18 ( 47)   0.34 ( 48) |  0.14 ( 17)  -0.36 ( 30) | -0.03 ( 28)  -0.04 ( 20)   0.37 ( 48) |
ENCONTRO Mylene - QUIMSON Angeles                      |   48  -0.58 | -0.91   0.33 |  0.46 ( 20)   0.24 ( 28) |  1.05 ( 10)  -0.14 ( 10) |  0.15 ( 15)  -0.01 ( 13)   0.16 ( 28) |
HASHEM Nawar - AL SALIM Lubna                          |   80  -0.61 | -0.21  -0.40 | -0.79 ( 39)  -0.03 ( 41) | -0.81 ( 22)  -0.77 ( 17) | -0.27 ( 24)   0.00 ( 17)   0.12 ( 41) |
EGAN Victoria - ENCONTRO Mylene                        |   16  -0.88 | -1.07   0.19 |  0.88 (  8)  -0.50 (  8) |  0.00 (  3)   1.41 (  5) | -0.50 (  4)   0.25 (  4)  -0.38 (  8) |
DE GUZMAN Mary Cristy Ann - ENCONTRO Mylene            |   64  -0.89 | -0.49  -0.40 | -0.72 ( 31)  -0.10 ( 33) | -0.19 ( 10)  -0.97 ( 21) |  0.17 ( 11)  -0.51 ( 22)   0.19 ( 33) |
KREIDIEH Hana - RAMADAN Youmna                         |   64  -1.05 | -0.85  -0.20 | -0.07 ( 34)  -0.34 ( 30) |  0.32 ( 11)  -0.26 ( 23) |  0.00 (  5)   0.07 ( 25)  -0.39 ( 30) |
DE GUZMAN Mary Cristy Ann - QUIMSON Angeles            |   96  -1.08 | -0.47  -0.61 | -0.36 ( 39)  -0.79 ( 57) | -0.25 ( 20)  -0.47 ( 19) | -0.48 ( 26)  -0.15 ( 31)  -0.49 ( 57) |
HADDADIN Laila - AL SALIM Lubna                        |   48  -1.10 | -0.83  -0.27 | -0.77 ( 22)   0.15 ( 26) | -0.33 ( 12)  -1.30 ( 10) |  0.30 ( 14)  -0.11 ( 12)   0.04 ( 26) |
HADDADIN Laila - HASHEM Nawar                          |   80  -1.11 | -0.35  -0.76 | -0.42 ( 35)  -1.02 ( 45) |  0.12 ( 16)  -0.87 ( 19) | -0.49 ( 23)  -0.42 ( 22)  -0.57 ( 45) |
DUBASH Dinaz - AZIZ Shehla                             |   80  -1.67 | -1.18  -0.49 |  0.43 ( 36)  -1.25 ( 44) |  0.63 ( 17)   0.26 ( 19) | -0.31 ( 20)  -0.71 ( 24)  -0.72 ( 44) |
CHAMMAA Iman - FARHAT Faten                            |   48  -1.90 | -1.06  -0.84 | -1.32 ( 24)  -0.36 ( 24) | -3.24 (  7)  -0.52 ( 17) | -0.33 ( 11)  -0.07 ( 13)  -0.18 ( 24) |

