Players;No,;Pl1;Pl2;Def;L1;L2;Butler;Bid;Play1;Play2;;Lead1;Lead2;Def
FISHER Lotan - SCHWARTZ Ron;220;61;40;118;57;61;1,28;0,41;0,22;0,05;0,14;0,19;0,27
MADALA Agustin - BOCCHI Norberto;240;40;94;106;81;25;1,08;0,78;-0,00;0,01;0,20;-0,02;0,11
ARONOV Victor - STEFANOV Julian;220;54;64;102;46;56;0,90;0,87;-0,06;0,11;0,03;0,04;-0,09
KARAKOLEV Georgi - MIHOV Vladimir;220;55;60;105;58;47;0,77;0,51;0,18;0,08;0,02;0,04;-0,06
HANLON Tom - McGANN Hugh;260;62;68;130;59;71;0,67;0,48;-0,04;0,11;-0,01;0,11;0,03
WRANG Frederic - SYLVAN Johan;200;55;39;106;68;38;0,65;0,21;0,19;-0,03;0,15;-0,01;0,13
DUBOIN Giorgio - SEMENTA Antonio;200;45;55;99;42;57;0,58;0,41;-0,05;0,04;0,05;-0,02;0,15
NYSTROM Fredrik - UPMARK Johan;200;50;52;98;56;42;0,58;0,23;0,19;0,12;-0,02;0,06;-0,00
PIEKAREK Josef - SMIRNOV Alexander;220;54;46;119;61;58;0,52;0,49;-0,00;0,02;0,02;0,04;-0,04
BERG Jan Tore - SVENDSEN Odin;200;49;52;99;48;51;0,46;0,38;0,06;0,03;0,01;-0,08;0,05
KANDEMIR Ismail - KOLATA Suleyman;200;45;51;103;52;51;0,41;-0,03;0,25;0,06;0,11;0,08;-0,05
NYEMTSEV Oleksandr - SHUKHMEYSTER Borys;218;61;48;109;45;64;0,40;0,20;0,22;-0,04;-0,05;0,04;0,03
GROMOELLER Michael - REHDER Martin;220;56;58;106;60;46;0,36;0,27;-0,08;0,03;-0,01;-0,03;0,18
BROGELAND Boye - NYBO Frode;240;62;54;124;65;59;0,35;0,03;0,19;-0,02;0,12;-0,08;0,11
FALLENIUS Bjorn - FREDIN Peter;240;28;85;127;88;39;0,32;0,28;-0,17;0,19;0,00;0,04;-0,02
LAKATOS Peter - SZILAGYI Laszlo;219;58;57;104;51;53;0,32;0,01;0,05;0,20;0,04;-0,05;0,06
FRITSCHE Joerg - ROHOWSKY Roland;200;61;44;95;52;43;0,31;0,43;-0,00;-0,02;-0,03;0,04;-0,10
ASSAEL Salvador - KOKSOY Enver;220;44;66;110;62;48;0,26;0,04;0,12;-0,04;0,02;0,10;0,02
LAURIA Lorenzo - VERSACE Alfredo;200;53;51;96;50;46;0,24;-0,05;0,01;0,25;0,03;0,03;-0,01
DOXIADIS Konstantinos - KANNAVOS Panagiotis;220;47;61;112;59;53;0,22;0,00;0,10;-0,08;0,02;0,11;0,06
WINKLER Gabor - HOMONNAY Geza;220;54;55;111;51;60;0,19;0,16;0,01;0,15;-0,11;-0,07;0,06
OLANSKI Wojtek - VAINIKONIS Vytautas;240;65;48;127;57;70;0,15;0,08;0,25;-0,08;-0,00;-0,02;-0,07
PADON Dror - BIRMAN Alon;200;46;58;96;40;56;0,08;0,01;0,14;-0,14;-0,04;-0,02;0,14
KARAMANLIS Philippos - PROTONOTARIOS Manolis;200;43;58;99;65;34;0,08;0,08;-0,03;-0,02;0,04;-0,05;0,06
EIDI Michel - VROUSTIS Vassilis;220;59;47;113;58;55;0,05;-0,11;0,15;-0,00;-0,09;0,03;0,07
MARASHEV Vladimir - TSONCHEV Ivan;200;61;45;94;44;50;0,00;-0,27;0,20;0,01;0,04;-0,01;0,03
CARROLL John - GARVEY Tommy;160;37;42;80;41;39;-0,03;-0,10;-0,14;0,06;0,02;0,13;-0,00
HERBST Ilan - HERBST Ophir;220;65;54;100;47;53;-0,07;-0,27;0,00;0,04;-0,00;-0,07;0,23
MICHAILOVAS Andrius - SAULIS Alvydas;200;55;48;97;49;48;-0,11;-0,35;-0,08;0,21;0,12;0,07;-0,07
GERMANIS Aigars - RUBENIS Ivars;220;47;68;105;51;54;-0,12;-0,19;0,01;0,09;-0,03;0,06;-0,05
NIKOLAYENKO Dmytro - RYBNIKOV Gennadii;240;62;48;129;85;44;-0,12;-0,26;0,06;-0,07;-0,06;0,08;0,13
JANSONS Ugis - SMILGAJS Andris;200;50;55;95;46;49;-0,14;0,13;-0,14;-0,09;-0,05;0,01;-0,01
FITZGIBBON Nicholas - MESBUR Adam;220;52;49;119;65;54;-0,16;-0,06;0,09;-0,06;0,06;-0,05;-0,13
ZORLU Nafiz - TOKAY Mustafa Cem;220;57;58;104;39;65;-0,18;-0,10;-0,20;0,11;0,03;-0,07;0,04
HEGEDUS Gal - SZEGEDI Balazs;200;55;45;100;55;45;-0,22;-0,09;-0,21;0,12;0,07;0,05;-0,16
CHARLSEN Thomas - HOFTANISKA Thor Erik;200;36;62;102;46;56;-0,26;-0,22;0,14;0,10;-0,12;-0,09;-0,07
BALASOVS Jurijs - BETHERS Uldis;219;53;49;117;65;52;-0,29;-0,19;0,03;0,02;-0,01;-0,00;-0,14
ARLOVICH Andrei - VAINIKONIS Erikas;200;52;47;101;44;57;-0,31;-0,19;0,07;0,01;-0,05;-0,02;-0,14
DE ROOS Daniel - VERMEIREN Raf;240;55;63;122;60;62;-0,35;0,02;-0,03;0,02;-0,09;-0,10;-0,17
CHUMAK Yuliy - ROVYSHYN Oleg;180;45;41;94;41;53;-0,45;-0,28;0,03;0,01;0,02;0,03;-0,26
GOMEZ HIERRO Ramon - GONCALVES Pedro;200;47;50;103;54;49;-0,45;-0,16;-0,10;0,04;-0,09;-0,08;-0,06
DEBUS Eric - VAN MECHELEN Rutger;200;43;51;106;32;74;-0,48;-0,08;-0,26;-0,08;0,06;-0,02;-0,10
DRAGIC Miroslav - ASH Mike;199;45;47;107;54;53;-0,52;-0,24;-0,04;0,02;0,04;-0,06;-0,23
CAPUTO Philippe - VAN MIDDELEM Guy;200;37;58;104;51;53;-0,62;-0,34;-0,08;-0,09;0,03;-0,03;-0,11
FERREIRA Carlos - NETO Manuel;200;50;46;104;56;48;-0,75;-0,14;-0,11;-0,17;-0,15;-0,09;-0,09
