Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Dr. Entscho Wladow - Dr. Michael Elinescu;192;1,14;1,07;0,07;-0,06;93;  0,19;98;-0,13;29;-0,02;64;
Reiner Marsal - Dirk Schroeder;189;1,01;0,70;0,32;0,34;100;  0,29;89;0,28;54;0,42;46;
Klaus Reps - Bernard Ludewig;96;0,88;0,91;-0,03;0,25;52;  -0,36;44;0,16;32;0,39;20;
Helmut Häusler - Dr. Andreas Kirmse;207;0,53;0,24;0,29;0,42;95;  0,17;112;0,35;50;0,51;45;
Martin Rehder - Michael Gromöller;224;0,52;0,30;0,22;0,37;98;  0,10;126;0,70;44;0,11;54;
Miklós Dumbovich - Dr. Josef Harsanyi;191;0,50;0,30;0,20;0,29;91;  0,11;100;0,48;41;0,14;50;
Christian Farwig - Dr. Marcus Joest;144;0,37;0,14;0,22;0,30;72;  0,14;72;0,25;37;0,36;35;
Herbert Klumpp - Jochen Bitschené;192;0,32;0,09;0,23;0,27;98;  0,20;93;0,15;44;0,36;54;
Jörg Fritsche - Roland Rohowsky;287;0,28;0,26;0,03;0,15;140;  -0,09;147;-0,08;73;0,40;67;
Nedju Buchlev - Sebastian Reim;192;0,27;0,19;0,08;0,08;103;  0,09;88;0,06;60;0,10;43;
Ulrich Kratz - Bernhard Sträter;208;0,21;0,13;0,08;0,12;105;  0,05;103;0,29;62;-0,14;43;
Martin Schrödel - Martin Werner;208;0,16;0,30;-0,13;-0,05;98;  -0,20;109;-0,42;57;0,46;41;
Josef Piekarek - Alexander Smirnov;144;0,11;-0,26;0,37;0,43;79;  0,29;65;0,28;42;0,60;37;
Michael Kammermeier - Dr. Michael Tomski;144;-0,04;0,19;-0,23;-0,23;72;  -0,23;72;0,19;38;-0,70;34;
Julius Linde - Christian Schwerdt;160;-0,08;-0,61;0,54;0,68;86;  0,37;73;1,46;50;-0,40;36;
Rainer Handel - Christoph Kemmer;288;-0,11;0,11;-0,22;-0,15;139;  -0,29;148;-0,43;71;0,16;68;
Göran Mattsson - Robert Koch;192;-0,11;-0,00;-0,11;-0,26;98;  0,04;94;-0,33;52;-0,17;46;
Matthias Schüller - Paul Orth;160;-0,13;-0,12;-0,01;0,22;80;  -0,23;80;0,24;44;0,19;36;
Peter Jokisch - Udo Kasimir;288;-0,28;-0,32;0,04;0,21;150;  -0,15;138;0,25;78;0,16;72;
Loek Fresen - Waltraud Vogt;144;-0,37;-0,43;0,06;-0,23;77;  0,39;67;-0,35;40;-0,10;37;
Hans Frerichs - Ulrich Wenning;224;-0,38;-0,03;-0,35;-0,29;119;  -0,42;105;-0,48;66;-0,05;53;
Roland Kühnle - Yves Mucha;192;-0,39;-0,14;-0,25;-0,35;100;  -0,15;90;-0,65;52;-0,01;48;
Annaig Della Monta - Dr. Alfred Berthold;224;-0,44;-0,39;-0,05;-0,12;109;  0,02;114;0,36;60;-0,72;49;
Matthias Felmy - Vitaliy Khanukov;159;-0,44;-0,25;-0,19;0,01;86;  -0,42;73;0,27;43;-0,25;43;
Ortwin Wagner - Wolfram von Alvensleben;253;-0,48;-0,03;-0,45;-0,46;120;  -0,44;132;-0,73;61;-0,19;59;
Heinrich Nowak - Stefan Back;160;-0,48;-0,24;-0,24;-0,13;85;  -0,36;75;-0,27;46;0,03;39;
Jacek Lesniczak - Janko Katerbau;160;-0,64;-0,73;0,09;0,14;77;  0,05;83;0,04;38;0,24;39;
Martin Loefgren - Nikolas Bausback;224;-0,68;-0,35;-0,32;-0,26;105;  -0,37;119;-0,47;59;0,01;46;
Fabian von Löbbecke - Dirk Sanne;192;-0,72;-0,76;0,04;0,13;95;  -0,04;97;0,05;48;0,20;47;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Julius Linde - Ralph Retzlaff;64;0,44;0,11;0,33;0,52;28;  0,18;36;0,16;18;1,17;10;
Stanislaus Kosikowski - Dr. Walter Höger;48;-0,84;-0,88;0,04;0,04;20;  0,04;28;1,02;5;-0,28;15;

