1|1|197|247|136|133|3D|W|10|CK
1|1|181|188|85|65|3N|E|10|C6
1|1|205|288|187|209|2C|N|8|H6
1|1|194|36|277|81|3N|E|9|S9
1|1|157|213|237|264|3D|W|10|CK
1|1|224|204|44|244|3N|E|9|ST
1|1|89|230|191|23|3N|E|10|C2
1|1|77|54|173|227|3D|W|10|CK
1|1|88|102|79|57|4H|E|8|C2
1|1|161|64|40|39|3N|E|11|C2
1|10|197|247|136|133|4S|W|10|C5
1|10|181|188|85|65|4S|W|10|C5
1|10|205|288|187|209|2S|E|10|CK
1|10|194|36|277|81|4S|W|10|C5
1|10|157|213|237|264|4S|W|10|D3
1|10|224|204|44|244|3S|W|10|H6
1|10|89|230|191|23|4S|W|10|C4
1|10|77|54|173|227|1S|W|9|SJ
1|10|88|102|79|57|4S|W|10|CA
1|10|161|64|40|39|3S|W|10|C4
1|11|197|247|136|133|3D|S|10|CJ
1|11|181|188|85|65|3S|N|9|D5
1|11|205|288|187|209|1N|N|9|C5
1|11|194|36|277|81|3S|N|9|D5
1|11|157|213|237|264|4C|E|10|H6
1|11|224|204|44|244|1N|S|9|HT
1|11|89|230|191|23|3D|S|9|SA
1|11|77|54|173|227|4S|N|8|H7
1|11|88|102|79|57|1N|S|9|SA
1|11|161|64|40|39|3D|S|10|CJ
1|12|197|247|136|133|4S|W|11|DQ
1|12|181|188|85|65|5S|W|11|CA
1|12|205|288|187|209|5S|W|11|C2
1|12|194|36|277|81|6S|W|11|CA
1|12|157|213|237|264|4S|W|11|DQ
1|12|224|204|44|244|4S|W|11|DQ
1|12|89|230|191|23|4S|W|12|C8
1|12|77|54|173|227|4S|W|11|CA
1|12|88|102|79|57|5S|W|11|H6
1|12|161|64|40|39|5S|W|11|DQ
1|13|197|247|136|133|1N|W|6|CQ
1|13|181|188|85|65|2H|W|9|CQ
1|13|205|288|187|209|2H|E|8|D6
1|13|194|36|277|81|2H|W|8|CQ
1|13|157|213|237|264|2D|N|8|D3
1|13|224|204|44|244|2H|W|8|CQ
1|13|89|230|191|23|2H|W|9|CQ
1|13|77|54|173|227|1N|E|7|D2
1|13|88|102|79|57|1N|W|8|C2
1|13|161|64|40|39|2H|W|8|CQ
1|14|197|247|136|133|3S|S|9|DK
1|14|181|188|85|65|3C|W|8|HA
1|14|205|288|187|209|1N|W|7|S4
1|14|194|36|277|81|1N|E|7|S5
1|14|157|213|237|264|3S|N|9|CA
1|14|224|204|44|244|2D|W|8|D2
1|14|89|230|191|23|3S|S|9|DA
1|14|77|54|173|227|1N|W|6|HA
1|14|88|102|79|57|1N|W|8|D2
1|14|161|64|40|39|3S|S|9|DK
1|15|197|247|136|133|1N|N|7|D3
1|15|181|188|85|65|2H|S|9|D8
1|15|205|288|187|209|2H|S|9|C8
1|15|194|36|277|81|4H|N|9|D8
1|15|157|213|237|264|3S|W|7|CA
1|15|224|204|44|244|1N|N|7|D3
1|15|89|230|191|23|1N|S|7|S2
1|15|77|54|173|227|2H|S|9|D3
1|15|88|102|79|57|2H|S|11|H2
1|15|161|64|40|39|2S|E|8|HQ
1|16|197|247|136|133|6C|E|10|ST
1|16|181|188|85|65|6C|E|10|ST
1|16|205|288|187|209|3N|W|10|H7
1|16|194|36|277|81|3N|E|9|ST
1|16|157|213|237|264|3N|W|11|DT
1|16|224|204|44|244|6C|E|10|ST
1|16|89|230|191|23|3N|W|12|DJ
1|16|77|54|173|227|3N|W|11|DT
1|16|88|102|79|57|2H|S|8|C9
1|16|161|64|40|39|3N|E|10|D2
1|17|136|247|59|133|5H|E|11|CK
1|17|58|188|18|65|4S|S|9|CJ
1|17|205|288|187|209|4S|S|9|C5
1|17|194|36|277|81|4S|S|9|CJ
1|17|204|213|244|264|4S|S|9|CJ
1|17|224|157|44|237|4S|S|9|C3
1|17|90|201|66|82|5H|W|11|S2
1|17|77|89|173|191|4S|S|10|CJ
1|17|88|151|79|148|4S|S|9|D6
1|17|161|64|40|39|4S|S|9|CJ
1|18|136|247|59|133|5S|S|10|DQ
1|18|58|188|18|65|4S|N|11|DA
1|18|205|288|187|209|4S|N|10|DA
1|18|194|36|277|81|4S|N|11|DA
1|18|204|213|244|264|4S|N|11|DA
1|18|224|157|44|237|4S|N|10|DA
1|18|90|201|66|82|5D|E|11|D6
1|18|77|89|173|191|4S|N|10|DA
1|18|88|151|79|148|4S|N|10|DK
1|18|161|64|40|39|4S|N|10|DK
1|19|136|247|59|133|3N|W|12|D9
1|19|58|188|18|65|3N|E|11|S6
1|19|205|288|187|209|6H|W|12|H6
1|19|194|36|277|81|3N|E|11|DA
1|19|204|213|244|264|3N|W|11|C4
1|19|224|157|44|237|6N|E|12|C9
1|19|90|201|66|82|6N|E|12|S5
1|19|77|89|173|191|3N|W|11|D9
1|19|88|151|79|148|6N|E|12|S6
1|19|161|64|40|39|4N|W|11|C4
1|2|197|247|136|133|3N|N|7|S5
1|2|181|188|85|65|3N|N|11|D4
1|2|205|288|187|209|3N|N|8|D2
1|2|194|36|277|81|3N|N|11|DT
1|2|157|213|237|264|3N|N|11|D3
1|2|224|204|44|244|3N|N|8|DT
1|2|89|230|191|23|3N|N|8|D4
