Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Joachim Cappeller - Clemens Oelker;192;0,63;0,91;-0,28;-0,32;100;  -0,25;88;-0,36;51;-0,29;49;
Ulrich Kratz - Bernhard Sträter;127;0,59;-0,12;0,72;0,65;64;  0,80;62;0,69;31;0,61;33;
Herbert Klumpp - Jochen Bitschené;176;0,43;0,26;0,18;0,57;92;  -0,26;82;0,93;48;0,18;44;
Hartmut Brückner - Ralf Speckmann;224;0,39;0,26;0,13;0,46;106;  -0,18;118;0,36;46;0,55;60;
Felix Zimmermann - Prinz Josias zu Waldeck;208;0,38;-0,05;0,42;0,51;98;  0,35;108;0,91;48;0,13;50;
Henning Gärner - Dr. Gerhard Göttsch;288;0,31;-0,08;0,39;0,90;144;  -0,12;144;0,56;66;1,18;78;
Fred Wrobel - Stefan Häßler;176;0,26;0,47;-0,21;-0,11;95;  -0,33;81;0,18;49;-0,42;46;
Horst Borho - Roland Kühnle;192;0,24;0,22;0,02;-0,03;93;  0,07;97;0,15;36;-0,15;57;
Axel Meuer - Dieter Laidig;191;0,24;0,14;0,09;0,25;99;  -0,07;91;0,46;51;0,02;48;
Loek Fresen - Waltraud Vogt;224;0,19;-0,01;0,20;0,01;109;  0,38;113;-0,09;58;0,13;51;
Hans Frerichs - Ulrich Wenning;224;0,16;0,00;0,16;0,51;108;  -0,16;114;0,41;53;0,61;55;
Holger Hoffmann - Christian Dörmer;240;0,10;0,14;-0,05;0,35;115;  -0,41;124;0,46;46;0,27;69;
Anja Alberti - Mirja Schraverus-Meuer;192;0,08;0,32;-0,24;-0,17;94;  -0,30;97;0,09;50;-0,47;44;
Göran Mattsson - Robert Koch;144;0,01;-0,16;0,17;0,56;74;  -0,24;70;-0,02;33;1,02;41;
Horst-Dieter Uhlmann - Werner Schneider;208;-0,07;-0,06;-0,01;-0,01;102;  -0,01;106;-0,22;50;0,19;52;
Ingo Lüßmann - Claudia Lüßmann;192;-0,08;-0,11;0,02;-0,07;99;  0,13;91;-0,10;52;-0,04;47;
Andreas Visetti - Bernd Engelhardt;192;-0,11;0,11;-0,22;-0,31;99;  -0,12;92;-0,50;55;-0,08;44;
Frank-Onno Bettermann - Matthias Berghaus;223;-0,13;0,05;-0,19;-0,21;106;  -0,17;114;-0,00;60;-0,48;46;
Frank Reichelt - Dr. Jean Georgiadis;192;-0,15;-0,02;-0,13;0,09;95;  -0,35;96;-0,05;48;0,24;47;
Flora Boeddeker - Robert Boeddeker;288;-0,19;-0,10;-0,09;0,23;144;  -0,41;143;0,87;75;-0,48;69;
Ingrid Gromann - Maria Würmseer;192;-0,26;-0,05;-0,21;0,09;98;  -0,53;94;0,09;60;0,09;38;
Hartmut Kondoch - Sebastian Weyand;176;-0,29;-0,29;-0,00;0,14;77;  -0,12;99;0,07;35;0,21;42;
Susanne Kriftner - Andrea Reim;160;-0,30;0,12;-0,42;-0,03;84;  -0,87;74;-0,38;41;0,31;43;
Helge Dzellak - Max Neumann;128;-0,36;0,17;-0,52;-0,60;69;  -0,42;59;-0,82;40;-0,31;29;
Kathryn Herz - Eckhard Böhlke;190;-0,37;-0,35;-0,01;0,12;95;  -0,14;94;-0,55;50;0,86;45;
Otto Ruthenberg - Emile Sansour;191;-0,44;-0,53;0,09;0,20;104;  -0,06;85;-0,10;43;0,42;61;
Gisela Smykalla - Dr. Michael Schneider;192;-0,54;-0,48;-0,06;0,06;91;  -0,17;100;-0,35;42;0,41;49;
Stefan Behn - Dirk Nedler;112;-0,81;-0,93;0,13;0,54;49;  -0,19;63;0,14;26;0,98;23;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Herbert Klumpp - Horst Borho;32;0,65;0,69;-0,04;0,73;14;  -0,68;17;-0,33;5;1,31;9;
Gordon Kolling - Prinz Josias zu Waldeck;48;0,46;-0,16;0,62;1,12;24;  0,13;24;0,84;10;1,31;14;
Felix Zimmermann - Hartmut Kondoch;64;0,14;0,48;-0,34;-0,47;33;  -0,21;29;-0,10;18;-0,92;15;
Andrzej Konczak - Peter Kazub;64;-0,55;-0,39;-0,15;-0,48;37;  0,31;26;-0,83;25;0,25;12;
Gordon Kolling - Sebastian Weyand;80;-0,75;-0,65;-0,10;0,32;36;  -0,46;44;0,36;19;0,28;17;
Herbert Klumpp - Roland Kühnle;32;-1,00;-0,15;-0,86;0,25;12;  -1,52;20;1,10;6;-0,61;6;

