Players;No,;Pl1;Pl2;Def;L1;L2;Butler;Bid;Play1;Play2;;Lead1;Lead2;Def
GOWER Craig - APTEKER Alon;176;45;45;86;46;40;-0,41;-0,39;-0,06;-0,09;0,04;0,08;0,00
BELKOUCH Abdellatif - SBILI Said;143;36;27;79;41;38;-0,44;0,03;-0,15;-0,03;-0,06;-0,00;-0,23
OUTRED Charles - OUTRED Vi;144;32;31;81;49;32;-0,46;-0,08;0,10;-0,27;0,03;0,01;-0,25
AMOILS Leslie - WOLPERT Darren;128;33;36;59;31;28;-0,48;-0,43;-0,12;0,23;0,14;-0,13;-0,16
LIM Ee Xian Kennneth - ONG Yisheng Kelvin;144;26;43;75;32;43;-0,49;-0,31;-0,03;0,20;-0,15;-0,25;0,06
ABITBOL Marc - CAMBOURNAC Guy;144;23;46;74;42;32;-0,60;-0,55;0,02;-0,07;0,04;0,03;-0,06
COMEAU Kevin - GOSLING Rachael Louise;160;40;43;77;33;44;-0,63;-0,04;-0,05;0,01;-0,01;-0,18;-0,36
KEMENOVA Miroslava - TOMCANI Jan;224;53;66;105;44;61;-0,68;-0,27;0,01;-0,10;-0,08;0,04;-0,29
HAY James - NAKAMARU-PINDER Jun;144;34;50;60;35;25;-0,74;-0,43;-0,01;-0,07;-0,02;-0,05;-0,15
MOHAMED Shamshad - MOHAMMED Kalamazad;144;47;26;71;39;32;-0,75;-0,68;0,09;-0,13;0,04;-0,03;-0,04
PERSAD Bobby - SEEPERSAD Mohan;160;35;51;74;29;45;-0,79;-0,50;-0,18;0,07;-0,01;-0,07;-0,10
SHAH Ajitkumar Devchand - SHAH Chunilal Devshi;160;47;39;74;35;39;-0,83;-0,66;-0,12;-0,10;0,05;-0,02;0,02
SHAH Kumar Uttamchand - SHAH Ramula Kumar;128;41;30;57;26;31;-1,09;-0,56;-0,27;-0,04;-0,01;-0,07;-0,14
BUSSELL Judy - WAY Margaret;160;43;40;74;31;43;-1,19;-0,63;-0,12;-0,02;-0,10;-0,02;-0,30
SHAH Meghji Pethraj - SHAH Rohit Zaverchand;160;31;50;78;47;31;-1,38;-0,91;-0,24;0,00;-0,03;0,05;-0,25
GRAY Gillian - SIDDLE Patricia;128;39;25;63;36;27;-1,60;-0,95;-0,21;-0,10;-0,03;0,00;-0,33
FITZPATRICK Alvin - GILLETTE John;144;30;35;79;45;34;-1,60;-0,93;-0,05;0,04;-0,12;-0,07;-0,47

Players;No,;Pl1;Pl2;Def;L1;L2;Butler;Bid;Play1;Play2;;Lead1;Lead2;Def
AHLESVED Krister - PETERSSON Jonas;96;21;24;50;20;30;0,82;0,30;0,13;0,15;-0,02;0,29;-0,03
CHEMALY Larry - STEPHENS Robert;80;25;18;37;20;17;0,06;0,27;-0,09;-0,11;-0,01;-0,10;0,10
ONG Yisheng Kelvin - THAM Yuan Xing Romulus;16;5;4;7;5;2;-0,69;-0,53;0,08;0,38;-0,03;-0,32;-0,26

