Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Martin Rehder - Michael Gromöller;125;0,85;0,73;0,12;0,27;70;  -0,07;55;0,10;31;0,40;39;
Jörg Fritsche - Roland Rohowsky;143;0,79;0,72;0,07;0,06;71;  0,09;72;0,11;42;-0,03;29;
Helmut Häusler - Dr. Andreas Kirmse;128;0,71;0,58;0,13;-0,45;60;  0,65;68;-0,15;31;-0,76;29;
Herbert Klumpp - Jochen Bitschene;96;0,51;0,42;0,09;0,13;48;  0,05;48;0,43;25;-0,19;23;
Joachim Parsch - Klaus Zeitler;96;0,49;0,69;-0,20;-0,20;52;  -0,20;44;-0,14;26;-0,26;26;
Peter Jokisch - Udo Kasimir;224;0,44;0,50;-0,05;0,20;97;  -0,25;127;-0,04;42;0,39;55;
Miklós Dumbovich - Dr. Josef Harsanyi;176;0,34;-0,05;0,38;0,68;94;  0,03;82;0,64;44;0,73;50;
Nedju Buchlev - Sebastian Reim;160;0,31;0,32;-0,01;-0,02;90;  0,01;70;-0,28;35;0,16;55;
Martin Schrödel - Martin Werner;285;0,21;0,37;-0,16;-0,28;134;  -0,06;151;-0,19;77;-0,40;57;
Dr. Entscho Wladow - Dr. Michael Elinescu;207;0,14;0,04;0,10;0,03;112;  0,18;95;0,35;38;-0,13;74;
Dr. Michael Tomski - Dr. Richard Bley;222;0,14;0,33;-0,19;-0,20;103;  -0,18;119;-0,57;43;0,07;60;
Dr. Frank Pioch - Dr. Rolf Kühn;224;0,13;0,20;-0,08;-0,29;99;  0,10;124;-0,23;47;-0,35;52;
Jochen Bitschene - Klaus Reps;95;0,13;0,26;-0,13;-0,03;43;  -0,21;52;0,72;25;-1,07;18;
Julius Linde - Christian Schwerdt;239;0,12;-0,06;0,18;0,06;121;  0,32;117;0,13;65;-0,03;56;
Reiner Marsal - Dirk Schroeder;192;0,08;-0,25;0,33;0,21;92;  0,44;100;0,17;37;0,25;55;
Josef Piekarek - Tomasz Gotard;127;0,04;0,21;-0,17;-0,33;66;  -0,01;60;-0,16;26;-0,44;40;
Jacek Lesniczak - Janko Katerbau;160;0,02;-0,26;0,27;0,36;75;  0,20;85;0,92;32;-0,06;43;
Fred Wrobel - Alexander Wodniansky;96;-0,01;-0,31;0,31;0,36;51;  0,24;45;0,19;28;0,57;23;
Christian Farwig - Dr. Marcus Joest;192;-0,01;-0,09;0,07;0,19;104;  -0,07;87;-0,01;56;0,42;48;
Matthias Schüller - Paul Orth;254;-0,06;-0,29;0,23;0,42;132;  0,02;122;0,60;67;0,24;65;
Roland Kühnle - Ulrik Wittek;95;-0,07;-0,25;0,18;0,60;49;  -0,27;45;0,76;24;0,45;25;
Holger Hoffmann - Christian Dörmer;240;-0,08;-0,05;-0,03;-0,21;112;  0,13;128;-0,39;55;-0,03;57;
Ulrich Kratz - Bernhard Sträter;176;-0,17;-0,37;0,20;0,04;84;  0,35;92;-0,05;41;0,13;43;
Ralf Schmellekamp - Dimitrios Markaris;128;-0,20;-0,04;-0,17;-0,00;71;  -0,37;57;0,02;34;-0,02;37;
Hans Frerichs - Ulrich Wenning;159;-0,21;-0,25;0,03;0,19;82;  -0,14;77;0,34;42;0,03;40;
Georg Nippgen - Peter Seib;96;-0,23;-0,28;0,04;0,25;48;  -0,16;48;0,29;31;0,16;17;
Robert Koch - Werner Schneider;96;-0,30;-0,15;-0,15;-0,24;47;  -0,06;49;-0,14;21;-0,32;26;
Fabian von Löbbecke - Dirk Sanne;160;-0,35;-0,48;0,14;0,43;72;  -0,11;88;0,16;32;0,65;40;
Rainer Handel - Christoph Kemmer;144;-0,44;-0,40;-0,04;0,02;70;  -0,10;74;-0,10;31;0,11;39;
Loek Fresen - Waltraud Vogt;176;-0,49;-0,41;-0,08;0,13;89;  -0,29;87;0,23;41;0,06;48;
Roland Kühnle - Yves Mucha;192;-0,57;-0,13;-0,44;-0,33;99;  -0,56;93;-0,75;45;0,02;54;
Fred Wrobel - Stefan Häßler;159;-0,72;-0,69;-0,03;-0,16;82;  0,10;76;-0,49;38;0,12;44;
Yves Mucha - Detlef Karcher;96;-0,81;-0,10;-0,71;-0,87;52;  -0,52;44;-1,46;27;-0,23;25;
Paul Grünke - David Cole;112;-0,96;-0,50;-0,46;-0,46;58;  -0,45;54;-0,88;31;0,03;27;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Guido Hopfenheit - Klaus Reps;80;0,37;0,56;-0,19;-0,37;39;  -0,02;41;-0,70;23;0,10;16;
Norbert Schilhart - Ulrich Wenning;64;0,21;0,11;0,10;0,08;36;  0,13;28;0,11;19;0,04;17;
Helmut Häusler - Martin Rehder;48;-0,20;-0,41;0,21;0,51;20;  0,00;28;0,67;15;0,01;5;
Susanne Kriftner - Alexander Wodniansky;80;-0,78;-0,34;-0,44;-0,59;44;  -0,25;36;-0,57;22;-0,61;22;

