                                                       |             |              |           Play           |        Declaring         |                Defending              |
VERSACE Alfredo - LAURIA Lorenzo                       |  260   0.40 |  0.29   0.11 | -0.21 (138)   0.48 (121) | -0.52 ( 69)   0.10 ( 69) |  0.17 ( 60)   0.22 ( 61)   0.29 (121) |
SEN Tezcan - SENGULER Zafer                            |  299   0.39 | -0.01   0.40 |  0.55 (158)   0.23 (140) |  0.35 ( 88)   0.81 ( 70) | -0.30 ( 64)   0.55 ( 76)   0.07 (140) |
WATERLOW Tony - HACKETT Paul D                         |  240   0.38 |  0.17   0.20 |  0.21 (110)   0.21 (128) |  0.16 ( 62)   0.26 ( 48) | -0.34 ( 56)   0.26 ( 72)   0.21 (128) |
BJARNARSON Gregers - ASKGAARD Michael                  |  240   0.37 |  0.20   0.17 |  0.33 (126)  -0.00 (114) |  0.33 ( 63)   0.33 ( 63) |  0.38 ( 60)  -0.26 ( 54)  -0.08 (114) |
GINOSSAR Eldad - PACHTMAN Ron                          |  300   0.33 |  0.30   0.02 |  0.00 (151)   0.05 (148) |  0.13 ( 90)  -0.18 ( 61) | -0.14 ( 61)   0.06 ( 87)   0.07 (148) |
JUURI-OJA Jouni - KIEMA Osmo                           |  300   0.26 | -0.06   0.33 |  0.56 (146)   0.11 (152) |  0.67 ( 75)   0.44 ( 71) | -0.04 ( 81)  -0.31 ( 71)   0.27 (152) |
BETHERS Janis - LORENCS Martins                        |  220   0.25 |  0.10   0.15 |  0.20 ( 99)   0.11 (121) |  0.20 ( 42)   0.20 ( 57) |  0.10 ( 67)   0.35 ( 54)  -0.10 (121) |
BAREKET Ilan - ROLL Yossi                              |  240   0.25 |  0.17   0.09 | -0.11 (115)   0.28 (124) | -0.70 ( 54)   0.41 ( 61) | -0.11 ( 63)   0.27 ( 61)   0.19 (124) |
ARMANNSSON Sverrir - JORGENSEN Adalsteinn              |  240   0.17 |  0.12   0.05 |  0.13 (112)  -0.02 (128) | -0.09 ( 50)   0.31 ( 62) |  0.00 ( 65)   0.15 ( 63)  -0.10 (128) |
ZORIC Vedran - BOREVKOVIC Goran                        |  280   0.15 |  0.12   0.03 |  0.02 (150)   0.04 (130) | -0.25 ( 75)   0.29 ( 75) | -0.30 ( 55)   0.09 ( 75)   0.12 (130) |
KURKA Josef - MRAZ Tomas                               |  240   0.14 | -0.16   0.30 |  0.50 (122)   0.09 (116) |  1.23 ( 57)  -0.13 ( 65) | -0.02 ( 57)   0.08 ( 59)   0.06 (116) |
KOISTINEN Kauko - NYBERG Clas                          |  260   0.12 |  0.09   0.02 |  0.04 (134)   0.00 (126) |  0.36 ( 64)  -0.24 ( 70) |  0.24 ( 70)  -0.02 ( 56)  -0.12 (126) |
DESMOULINS Christophe - TOGNETTI Rene                  |  240   0.11 |  0.36  -0.26 | -0.26 (115)  -0.25 (124) | -0.33 ( 63)  -0.18 ( 52) | -0.17 ( 76)   0.16 ( 48)  -0.21 (124) |
HACKETT Jason - HACKETT Justin                         |  260   0.10 |  0.10   0.01 | -0.05 (135)   0.07 (125) |  0.14 ( 75)  -0.29 ( 60) | -0.07 ( 69)   0.30 ( 56)  -0.03 (125) |
VINCENTELLI Thierry - GARCIA Stephane                  |  240   0.09 |  0.28  -0.19 |  0.03 (132)  -0.46 (108) | -0.33 ( 63)   0.35 ( 69) | -0.16 ( 46)  -0.04 ( 62)  -0.37 (108) |
CASPERSEN Henrik - KROEJGAARD Niels                    |  240   0.05 | -0.11   0.16 |  0.31 (118)   0.02 (122) |  0.35 ( 49)   0.28 ( 69) | -0.18 ( 66)   0.25 ( 56)   0.00 (122) |
EINARSSON Bjarni Holmar - JONSSON Steinar              |  260   0.03 |  0.01   0.03 |  0.05 (126)   0.01 (134) |  0.05 ( 62)   0.05 ( 64) | -0.07 ( 62)  -0.13 ( 72)   0.11 (134) |
BRGULJAN Karlo - RASE Davor                            |  220   0.03 | -0.22   0.25 |  0.35 (104)   0.17 (114) |  0.34 ( 57)   0.35 ( 47) |  0.14 ( 60)   0.12 ( 54)   0.04 (114) |
BOZEMPERGK Kostas - KAMINARIS Filaretos                |  200   0.01 | -0.29   0.30 |  0.25 (106)   0.36 ( 93) |  0.16 ( 54)   0.34 ( 52) |  0.26 ( 55)  -0.08 ( 38)   0.24 ( 93) |
LIMOR Doron - MINTZ Yaacov (Jacob)                     |  180  -0.01 | -0.18   0.18 |  0.07 ( 94)   0.30 ( 85) |  0.30 ( 48)  -0.17 ( 46) | -0.11 ( 33)   0.07 ( 52)   0.30 ( 85) |
ARMSTRONG John - HOLLAND John                          |  220  -0.04 | -0.06   0.02 |  0.00 (109)   0.03 (110) | -0.21 ( 47)   0.16 ( 62) | -0.16 ( 57)   0.26 ( 53)  -0.01 (110) |
KARAMANLIS Philippos - PROTONOTARIOS Manolis           |  260  -0.08 |  0.26  -0.34 | -0.10 (120)  -0.54 (140) | -0.32 ( 52)   0.07 ( 68) |  0.38 ( 75)  -0.22 ( 65)  -0.64 (140) |
VOZABAL David - SLEMR Jakub                            |  240  -0.10 | -0.39   0.29 |  0.05 (114)   0.52 (125) |  0.14 ( 63)  -0.05 ( 51) |  0.33 ( 59)   0.32 ( 66)   0.19 (125) |
WASIK Arturo - KNAP Andres                             |  240  -0.11 | -0.10  -0.01 | -0.12 (111)   0.08 (127) | -0.24 ( 49)  -0.02 ( 62) | -0.04 ( 53)  -0.04 ( 74)   0.13 (127) |
JANSONS Ugis - RUBENIS Ivars                           |  260  -0.12 | -0.03  -0.08 | -0.01 (126)  -0.15 (133) |  0.23 ( 62)  -0.25 ( 64) |  0.38 ( 63)  -0.41 ( 70)  -0.12 (133) |
YALCIN Tarik - MAGNUSSON Stephan                       |  240  -0.14 | -0.21   0.07 |  0.11 (121)   0.04 (119) |  0.48 ( 59)  -0.24 ( 62) |  0.25 ( 55)   0.18 ( 64)  -0.17 (119) |
BANCHEREAU Philippe - PALAZO Denis                     |  240  -0.16 | -0.24   0.08 |  0.28 (132)  -0.16 (108) |  0.41 ( 68)   0.13 ( 64) |  0.10 ( 50)  -0.05 ( 58)  -0.18 (108) |
BASABE Enrique - PABLOS Pablo Gomez de                 |  240  -0.17 | -0.08  -0.09 | -0.28 (123)   0.11 (116) | -0.15 ( 57)  -0.40 ( 66) | -0.25 ( 61)  -0.08 ( 55)   0.28 (116) |
CATELLANI Marco - FISSORE Henri                        |  240  -0.17 | -0.05  -0.12 | -0.12 (119)  -0.12 (120) |  0.17 ( 61)  -0.43 ( 58) |  0.32 ( 56)   0.03 ( 64)  -0.28 (120) |
BAUSBACK Nikolas - LOEFGREN Martin                     |  240  -0.19 | -0.08  -0.11 | -0.40 (110)   0.14 (130) | -0.24 ( 56)  -0.58 ( 54) |  0.09 ( 55)  -0.20 ( 75)   0.21 (130) |
PERISIC Marko - TODOROVIC Nebojsa                      |  219  -0.26 | -0.22  -0.04 |  0.17 (100)  -0.22 (118) |  0.21 ( 53)   0.12 ( 47) | -0.29 ( 60)   0.13 ( 58)  -0.14 (118) |
VROUSTIS Vassilis - KARAMANLIS Miltos                  |  260  -0.27 | -0.02  -0.24 | -0.01 (134)  -0.50 (124) | -0.00 ( 58)  -0.01 ( 76) |  0.16 ( 68)  -0.59 ( 56)  -0.33 (124) |
VLAJNIC Branko - ZIPOVSKI Dimitraki                    |  260  -0.28 | -0.33   0.05 |  0.09 (124)   0.00 (135) |  0.34 ( 70)  -0.22 ( 54) | -0.08 ( 72)  -0.16 ( 63)   0.12 (135) |
DJURICIC Branislav - JOVANOVIC Dejan                   |  240  -0.32 | -0.29  -0.03 |  0.12 (119)  -0.19 (120) |  0.08 ( 55)   0.15 ( 64) |  0.24 ( 61)  -0.07 ( 59)  -0.27 (120) |
ENGEL Berthold - RENNO Ilkka                           |  240  -0.35 | -0.06  -0.30 | -0.11 (112)  -0.46 (128) | -0.49 ( 56)   0.27 ( 56) | -0.03 ( 67)  -0.27 ( 61)  -0.31 (128) |
ABOU CHANAB Bachar - SASSELLI Marco                    |  240  -0.37 | -0.18  -0.19 | -0.16 (124)  -0.23 (116) | -0.11 ( 59)  -0.21 ( 65) |  0.25 ( 59)  -0.04 ( 57)  -0.34 (116) |
GASCHEN Alain - NIKOLENKOV Dmitrij                     |  240  -0.38 | -0.32  -0.06 |  0.01 (123)  -0.14 (116) |  0.44 ( 56)  -0.35 ( 67) | -0.08 ( 59)  -0.16 ( 57)  -0.02 (116) |
WALKER David - CUTHBERTSON Malcolm                     |  239  -0.40 | -0.13  -0.26 | -0.61 (118)   0.08 (120) | -0.74 ( 52)  -0.51 ( 66) |  0.12 ( 68)  -0.30 ( 52)   0.14 (120) |
VAINIKONIS Vytautas - OLANSKI Wojtek                   |  280  -0.40 | -0.44   0.04 |  0.39 (148)  -0.35 (130) |  0.26 ( 72)   0.52 ( 76) |  0.29 ( 62)  -0.08 ( 68)  -0.45 (130) |
KAHRAMAN Ahmet - KOKSOY Enver                          |  160  -0.41 |  0.12  -0.53 | -0.10 ( 82)  -0.98 ( 78) | -0.32 ( 40)   0.10 ( 42) | -0.26 ( 36)  -0.60 ( 42)  -0.54 ( 78) |
JANKAUSKAS Arunas - TYLA Albertas                      |  200  -0.42 | -0.23  -0.19 | -0.03 ( 86)  -0.32 (111) |  0.13 ( 48)  -0.22 ( 38) | -0.26 ( 48)  -0.23 ( 63)  -0.08 (111) |
ANGELINI Francesco - SEMENTA Antonio                   |  200  -0.61 | -0.63   0.03 | -0.13 ( 90)   0.16 (108) | -0.13 ( 45)  -0.12 ( 45) |  0.30 ( 50)   0.06 ( 58)  -0.01 (108) |
McGEORGE James - STEEL Les                             |  240  -0.61 | -0.09  -0.52 | -0.69 (109)  -0.38 (129) | -0.99 ( 62)  -0.30 ( 47) | -0.24 ( 76)  -0.11 ( 53)  -0.20 (129) |
PATERSON Jack - SHORT Brian                            |  240  -0.70 | -0.34  -0.36 | -0.58 (110)  -0.18 (130) | -0.11 ( 47)  -0.94 ( 63) |  0.14 ( 65)   0.39 ( 65)  -0.44 (130) |
CARRASCO Gabriel - FRACTMAN Gabriel                    |  220  -0.74 | -0.63  -0.11 | -0.03 (118)  -0.19 ( 99) | -1.04 ( 57)   0.90 ( 61) | -0.50 ( 46)   0.19 ( 53)  -0.07 ( 99) |
POSKA Gediminas - VAINIKONIS Erikas                    |  240  -0.94 | -0.18  -0.76 | -0.61 (128)  -0.93 (112) | -0.81 ( 68)  -0.38 ( 60) | -0.48 ( 50)   0.19 ( 62)  -0.82 (112) |
DIKLIC Dubravko - SPILJAK Branco                       |  220  -1.19 | -0.54  -0.65 | -0.32 (104)  -0.96 (114) | -0.66 ( 43)  -0.08 ( 61) | -0.22 ( 50)   0.00 ( 64)  -0.87 (114) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
BLOMQVIST Johan - NYBERG Clas                          |   39   0.69 |  1.40  -0.71 | -0.64 ( 15)  -0.76 ( 24) |  0.40 (  5)  -1.15 ( 10) |  0.16 ( 10)   0.04 ( 14)  -0.85 ( 24) |
BLOMQVIST Johan - KOISTINEN Kauko                      |   60   0.67 |  0.09   0.58 |  0.41 ( 28)   0.72 ( 32) |  1.40 ( 10)  -0.14 ( 18) | -1.32 ( 13)  -0.83 ( 19)   1.75 ( 32) |
WASIK Arturo - FRACTMAN Gabriel                        |   20   0.15 | -1.12   1.27 |  1.00 (  7)   1.41 ( 13) | -2.33 (  4)   5.45 (  3) |  0.05 (  5)  -0.13 (  8)   1.47 ( 13) |
BLOMQVIST Johan - KIEMA Osmo                           |   60  -0.18 |  0.08  -0.27 |  0.10 ( 28)  -0.59 ( 32) | -0.23 ( 17)   0.62 ( 11) | -0.20 ( 19)  -0.14 ( 13)  -0.42 ( 32) |
VERSACE Alfredo - ANGELINI Francesco                   |   20  -0.70 | -1.29   0.59 |  1.56 (  9)  -0.20 ( 11) |  3.50 (  6)  -2.33 (  3) |  0.32 (  7)   0.11 (  4)  -0.44 ( 11) |

