                                                       |             |              |           Play           |        Declaring         |                Defending              |
C Komajda - J Kotorowicz                               |  276   0.19 |  0.25  -0.06 |  0.05 (139)  -0.18 (137) | -0.62 ( 73)   0.79 ( 66) | -0.05 ( 66)  -0.06 ( 71)  -0.12 (137) |
S Kowalczyk - J Sucharkiewicz                          |  228   0.17 | -0.11   0.28 |  0.02 (110)   0.52 (117) | -0.23 ( 54)   0.26 ( 56) |  0.36 ( 59)   0.51 ( 58)   0.09 (117) |
L Ohrysko - M Jeleniewski                              |  276   0.15 |  0.06   0.09 |  0.55 (131)  -0.33 (143) |  0.75 ( 69)   0.32 ( 62) | -0.35 ( 70)   0.02 ( 73)  -0.17 (143) |
W Starkowski - P Gawryś                                |  324   0.14 | -0.03   0.18 |  0.32 (174)   0.02 (147) | -0.04 ( 77)   0.60 ( 97) | -0.19 ( 64)   0.11 ( 83)   0.04 (147) |
S Gołębiowski - A Żmudziński                           |  168   0.12 | -0.20   0.32 |  0.17 ( 76)   0.45 ( 92) |  0.26 ( 56)  -0.07 ( 20) |  0.13 ( 39)  -0.04 ( 53)   0.41 ( 92) |
R Woliński - M Urbański                                |  108   0.12 |  0.06   0.06 | -0.06 ( 46)   0.16 ( 61) | -0.04 ( 28)  -0.10 ( 18) |  0.08 ( 32)  -0.22 ( 29)   0.22 ( 61) |
J Cieślak - J Moszyński                                |  108   0.11 |  0.04   0.07 |  0.06 ( 55)   0.09 ( 52) |  0.34 ( 22)  -0.13 ( 33) | -0.28 ( 26)   0.08 ( 26)   0.19 ( 52) |
S Zawiślak - E Miszewska                               |  192   0.11 |  0.35  -0.23 | -0.03 (105)  -0.49 ( 86) |  0.22 ( 51)  -0.26 ( 54) | -0.80 ( 37)  -0.22 ( 49)  -0.02 ( 86) |
J Makaruk - P Niedzielski                              |  180   0.10 | -0.02   0.12 |  0.07 ( 85)   0.17 ( 95) |  0.02 ( 54)   0.16 ( 31) |  0.26 ( 59)   0.24 ( 36)  -0.08 ( 95) |
P Nawrocki - P Wiankowski                              |  180   0.10 |  0.25  -0.15 | -0.36 ( 92)   0.07 ( 88) | -1.11 ( 32)   0.05 ( 60) |  0.09 ( 65)   0.22 ( 23)  -0.05 ( 88) |
A Jeleniewski - J Wachnowski                           |  216   0.10 | -0.19   0.28 |  0.39 (110)   0.18 (104) |  0.87 ( 65)  -0.32 ( 45) |  0.21 ( 43)   0.13 ( 61)   0.02 (104) |
K Jassem - M Mazurkiewicz                              |  203   0.02 |  0.13  -0.11 |  0.10 (102)  -0.33 (100) | -0.10 ( 49)   0.29 ( 53) | -0.21 ( 16)  -0.36 ( 84)   0.01 (100) |
K Pikus - M Cichocki                                   |  192   0.01 | -0.04   0.04 | -0.15 (106)   0.29 ( 86) |  0.06 ( 55)  -0.38 ( 51) |  0.44 ( 41)  -0.18 ( 45)   0.18 ( 86) |
P Żak - J Zaremba                                      |  156  -0.02 | -0.19   0.17 |  0.27 ( 86)   0.04 ( 70) |  0.38 ( 35)   0.20 ( 51) |  0.50 ( 29)   0.01 ( 41)  -0.17 ( 70) |
P Zatorski - P Jassem                                  |  144  -0.05 |  0.12  -0.17 | -0.13 ( 83)  -0.22 ( 61) | -0.16 ( 38)  -0.11 ( 45) | -0.11 ( 36)  -0.23 ( 25)  -0.06 ( 61) |
R Nowicki - R Stoliński                                |  240  -0.09 |  0.01  -0.09 | -0.05 (128)  -0.15 (110) |  0.19 ( 52)  -0.21 ( 76) |  0.03 ( 82)  -0.22 ( 28)  -0.12 (110) |
T Wiśniewski - I Kowalczyk                             |  288  -0.10 |  0.02  -0.11 | -0.03 (139)  -0.19 (147) |  0.21 ( 75)  -0.30 ( 64) | -0.13 ( 67)   0.11 ( 80)  -0.20 (147) |
B Pazur - T Pilch                                      |  240  -0.10 |  0.16  -0.26 | -0.14 (125)  -0.39 (115) |  0.08 ( 52)  -0.30 ( 73) | -0.32 ( 56)   0.00 ( 59)  -0.24 (115) |
M Bartkowski - M Puczyński                             |  180  -0.11 | -0.24   0.13 |  0.11 ( 94)   0.15 ( 84) | -0.26 ( 48)   0.49 ( 46) | -0.03 ( 56)   0.11 ( 28)   0.14 ( 84) |
R Sakowicz - P Miechowicz                              |  144  -0.13 |  0.00  -0.13 | -0.06 ( 67)  -0.19 ( 76) | -0.31 ( 28)   0.13 ( 39) |  0.16 ( 43)  -0.50 ( 33)  -0.06 ( 76) |
N Sakowska - P Butryn                                  |  144  -0.16 | -0.09  -0.07 | -0.23 ( 83)   0.15 ( 61) |  0.04 ( 51)  -0.66 ( 32) |  0.43 ( 35)   0.52 ( 26)  -0.32 ( 61) |
J Ciechomski - M Leśniewski                            |  240  -0.18 |  0.01  -0.19 | -0.06 (115)  -0.32 (123) |  0.20 ( 72)  -0.51 ( 43) | -0.52 ( 55)  -0.55 ( 68)   0.22 (123) |
M Dembiński - M Pędziński                              |  264  -0.20 | -0.10  -0.10 | -0.05 (127)  -0.15 (136) | -0.21 ( 68)   0.14 ( 59) | -0.02 ( 73)   0.34 ( 63)  -0.30 (136) |
A Suwik - M Kowalski                                   |  276  -0.21 | -0.24   0.03 |  0.19 (130)  -0.10 (144) |  0.58 ( 58)  -0.13 ( 72) |  0.06 ( 65)   0.01 ( 79)  -0.14 (144) |
M Krupowicz - P Janiszewski                            |  216  -0.22 | -0.07  -0.14 |  0.08 (101)  -0.34 (113) | -0.51 ( 20)   0.22 ( 81) | -0.36 ( 88)  -0.10 ( 25)  -0.05 (113) |
R Matlak - Z Guła                                      |  156  -0.25 | -0.22  -0.02 | -0.09 ( 64)   0.02 ( 91) | -0.38 ( 32)   0.21 ( 32) | -0.18 ( 43)  -0.04 ( 48)   0.12 ( 91) |
C Serek - P Busse                                      |  240  -0.26 | -0.07  -0.19 | -0.00 (104)  -0.33 (135) | -0.46 ( 51)   0.43 ( 53) | -0.17 ( 64)  -0.17 ( 71)  -0.16 (135) |
S Niajko - M Bielawski                                 |  192  -0.37 | -0.27  -0.10 | -0.26 ( 99)   0.08 ( 92) | -0.02 ( 45)  -0.46 ( 54) |  0.19 ( 42)   0.11 ( 50)  -0.07 ( 92) |
B Gierulski - J Skrzypczak                             |  132  -0.52 | -0.35  -0.16 |  0.11 ( 56)  -0.36 ( 76) | -0.40 ( 21)   0.41 ( 35) | -0.49 ( 37)   0.13 ( 39)  -0.19 ( 76) |
G Głasek - M Piwowarczyk                               |  155  -0.55 | -0.50  -0.04 | -0.22 ( 64)   0.08 ( 90) | -0.58 ( 39)   0.35 ( 25) |  0.00 ( 56)  -0.09 ( 34)   0.11 ( 90) |
L Niemiec - M Białożyt                                 |  204  -0.76 | -0.54  -0.22 | -0.02 ( 96)  -0.40 (107) | -0.17 ( 44)   0.11 ( 52) | -0.06 ( 53)  -0.02 ( 54)  -0.36 (107) |
G Bajek - M Wręczycki                                  |  132  -0.77 | -0.44  -0.32 | -0.29 ( 72)  -0.38 ( 58) | -0.84 ( 35)   0.23 ( 37) | -0.04 ( 31)  -0.38 ( 27)  -0.18 ( 58) |
R Sekulski - K Mykietyn                                |  132  -0.84 | -0.47  -0.37 | -0.29 ( 60)  -0.44 ( 71) | -0.13 ( 25)  -0.41 ( 35) | -0.25 ( 30)  -0.06 ( 41)  -0.30 ( 71) |
P Kołuda - P Lutek                                     |  167  -0.88 | -0.67  -0.21 | -0.44 ( 83)   0.01 ( 83) | -0.82 ( 48)   0.07 ( 35) | -0.18 ( 39)   0.02 ( 44)   0.09 ( 83) |
K Brudka - O Bestrzyński                               |  120  -0.97 | -0.92  -0.04 | -0.13 ( 59)   0.04 ( 61) | -0.27 ( 31)   0.03 ( 28) |  0.20 ( 28)   0.28 ( 33)  -0.20 ( 61) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
A Kowalski - K Lasocki                                 |   12   3.62 |  2.97   0.64 |  0.40 (  6)   1.06 (  5) | -0.57 (  1)   0.60 (  5) |  0.46 (  1)  -0.07 (  4)   1.03 (  5) |
B Gierulski - L Sztyrak                                |   12   2.66 |  1.21   1.45 |  1.16 (  6)   1.74 (  6) |  1.03 (  4)   1.41 (  2) |  0.44 (  3)   0.48 (  3)   1.28 (  6) |
S Gołębiowski - W Starkowski                           |   12   1.92 |  1.31   0.61 |  1.71 (  5)  -0.17 (  7) |  2.53 (  4)  -1.58 (  1) |  0.05 (  4)   0.00 (  3)  -0.20 (  7) |
J Russyan - A Kowalski                                 |   72   1.12 |  0.46   0.65 |  0.67 ( 35)   0.64 ( 37) |  0.81 ( 28)   0.10 (  7) | -0.04 ( 16)   0.79 ( 21)   0.22 ( 37) |
J Klukowski - A Kowalski                               |   84   1.01 |  0.63   0.38 |  0.54 ( 51)   0.13 ( 33) |  0.78 ( 30)   0.19 ( 21) | -0.20 ( 22)  -0.63 ( 11)   0.48 ( 33) |
G Narkiewicz - P Tuczyński                             |   48   0.90 |  0.48   0.42 |  0.31 ( 24)   0.53 ( 24) |  1.14 ( 10)  -0.28 ( 14) |  0.48 ( 13)   0.90 ( 11)  -0.14 ( 24) |
S Gołębiowski - M Kwieciński                           |   48   0.88 |  0.89  -0.01 |  0.01 ( 24)  -0.03 ( 23) |  0.30 ( 15)  -0.47 (  9) |  0.99 ( 14)   0.23 (  9)  -0.72 ( 23) |
G Narkiewicz - K Buras                                 |   60   0.84 |  0.95  -0.11 |  0.06 ( 27)  -0.24 ( 33) | -0.04 (  9)   0.11 ( 18) | -0.31 ( 15)  -0.02 ( 18)  -0.09 ( 33) |
S Zawiślak - P Busse                                   |   24   0.66 |  0.96  -0.30 | -1.43 ( 12)   0.84 ( 12) | -3.35 (  5)  -0.06 (  7) | -0.29 (  5)   0.06 (  7)   0.92 ( 12) |
M Bartkowski - M Wręczycki                             |   60   0.47 |  0.46   0.01 | -0.52 ( 32)   0.61 ( 28) | -0.66 ( 18)  -0.35 ( 14) |  0.69 ( 13)   0.16 ( 15)   0.20 ( 28) |
J Klukowski - J Russyan                                |   84   0.40 | -0.29   0.69 |  0.61 ( 43)   0.77 ( 41) |  0.81 ( 27)   0.26 ( 16) |  0.70 ( 21)  -0.10 ( 20)   0.47 ( 41) |
J Kalida - J Russyan                                   |   36   0.39 | -0.03   0.42 |  1.07 ( 16)  -0.10 ( 20) |  3.10 (  6)  -0.15 ( 10) |  0.29 ( 12)  -0.53 (  8)  -0.06 ( 20) |
Z Guła - M Błach                                       |   72   0.34 |  0.09   0.25 |  0.37 ( 32)   0.16 ( 39) |  0.87 ( 15)  -0.07 ( 17) | -0.17 ( 18)  -0.02 ( 21)   0.25 ( 39) |
D Kazmucha - E Miszewska                               |   48   0.30 |  0.60  -0.30 | -0.35 ( 25)  -0.24 ( 22) |  0.02 ( 15)  -0.92 ( 10) |  0.07 ( 13)  -0.04 (  9)  -0.26 ( 22) |
A Szymczak - M Pieczka                                 |   72   0.30 |  0.15   0.15 |  0.30 ( 45)  -0.09 ( 27) | -0.11 ( 28)   0.97 ( 17) | -0.30 ( 15)   0.13 ( 12)   0.02 ( 27) |
A Czech - A Szymczak                                   |   96   0.28 |  0.33  -0.05 | -0.13 ( 50)   0.03 ( 45) |  0.13 ( 26)  -0.41 ( 24) | -0.03 ( 28)   0.09 ( 17)   0.02 ( 45) |
M Szymanowski - P Tuszyński                            |   48   0.21 | -0.18   0.39 | -0.23 ( 27)   1.19 ( 21) | -0.62 (  8)  -0.07 ( 19) |  1.31 (  8)  -0.04 ( 13)   0.72 ( 21) |
T Winciorek - P Kowalczewski                           |   24   0.21 |  0.01   0.20 | -0.22 ( 17)   1.42 (  6) |  0.24 ( 10)  -0.87 (  7) | -0.08 (  2)   0.72 (  4)   0.97 (  6) |
T Winciorek - M Bartkowski                             |   12   0.13 |  1.28  -1.14 | -2.53 (  6)   0.24 (  6) | -4.11 (  3)  -0.95 (  3) |  3.42 (  1)  -0.06 (  5)  -0.28 (  6) |
P Miechowicz - P Tuszyński                             |   60   0.12 |  0.15  -0.03 | -0.21 ( 23)   0.08 ( 35) | -0.23 ( 14)  -0.17 (  9) |  0.08 ( 19)  -1.30 ( 16)   0.64 ( 35) |
R Sakowicz - A Jeleniewski                             |   12   0.10 |  1.67  -1.56 | -0.38 (  7)  -3.22 (  5) | -0.15 (  3)  -0.54 (  4) | -3.93 (  4)   0.47 (  1)  -0.18 (  5) |
R Kierznowski - L Sztyrak                              |   96   0.08 | -0.33   0.41 |  0.16 ( 38)   0.57 ( 58) |  0.48 ( 26)  -0.54 ( 12) |  0.33 ( 28)  -0.06 ( 30)   0.45 ( 58) |
J Romański - A Kowalski                                |   48   0.07 | -0.24   0.31 |  0.21 ( 20)   0.38 ( 28) | -0.19 ( 13)   0.94 (  7) |  0.44 ( 16)  -0.17 ( 12)   0.20 ( 28) |
J Różycki - P Szerling                                 |   96   0.03 |  0.44  -0.41 | -0.60 ( 46)  -0.25 ( 48) | -0.09 ( 22)  -1.07 ( 24) |  0.40 ( 31)  -0.13 ( 17)  -0.46 ( 48) |
M Pędziński - O Bestrzyński                            |   48   0.01 | -0.02   0.03 | -0.01 ( 23)   0.07 ( 25) |  0.04 ( 15)  -0.11 (  8) | -0.36 ( 14)   0.36 ( 11)   0.11 ( 25) |
R Grzelak - J Romański                                 |   23  -0.01 | -0.17   0.16 |  0.09 (  6)   0.19 ( 17) |     - (  0)   0.09 (  6) | -0.14 (  8)   0.60 (  9)  -0.06 ( 17) |
S Gołębiowski - T Klukowski                            |   48  -0.05 |  0.47  -0.52 |  0.01 ( 24)  -1.05 ( 24) |  0.61 ( 12)  -0.59 ( 12) |  0.09 ( 16)  -0.51 (  8)  -0.94 ( 24) |
T Winciorek - M Wręczycki                              |   96  -0.08 | -0.18   0.09 |  0.34 ( 42)  -0.10 ( 53) |  0.60 ( 19)   0.12 ( 23) | -0.33 ( 26)  -0.27 ( 27)   0.20 ( 53) |
B Chmurski - P Tuczyński                               |   48  -0.12 |  0.27  -0.39 | -0.43 ( 27)  -0.33 ( 21) | -0.75 ( 19)   0.33 (  8) |  0.23 (  9)  -1.03 ( 12)   0.16 ( 21) |
J Ciechomski - P Lutostański                           |   12  -0.14 | -0.61   0.47 |  0.64 (  6)   0.29 (  6) |  0.64 (  6)      - (  0) | -0.38 (  6)      - (  0)   0.67 (  6) |
G Gardynik - Ł Witkowski                               |   84  -0.17 | -0.26   0.09 |  0.14 ( 40)   0.05 ( 42) |  0.56 ( 21)  -0.33 ( 19) |  0.06 ( 23)   0.19 ( 19)  -0.07 ( 42) |
Z Papierniak - J Figlus                                |   95  -0.25 | -0.20  -0.05 | -0.04 ( 48)  -0.06 ( 47) | -0.18 ( 30)   0.20 ( 18) | -0.11 ( 16)   0.01 ( 31)  -0.03 ( 47) |
W Kaźmierczak - P Butryn                               |   12  -0.29 | -0.54   0.26 |  0.26 (  6)   0.25 (  6) |  0.31 (  5)   0.00 (  1) |  0.39 (  4)   0.24 (  2)  -0.09 (  6) |
J Skrzypczak - L Sztyrak                               |   24  -0.35 |  0.13  -0.48 | -0.12 (  9)  -0.70 ( 15) | -0.08 (  5)  -0.17 (  4) | -0.66 (  8)  -0.08 (  7)  -0.31 ( 15) |
R Kierznowski - Z Rogowski                             |   96  -0.41 | -0.41  -0.00 | -0.04 ( 46)   0.03 ( 50) | -0.47 ( 22)   0.35 ( 24) | -0.02 ( 22)   0.12 ( 28)  -0.03 ( 50) |
J Russyan - K Lasocki                                  |   72  -0.61 | -0.06  -0.56 | -0.31 ( 43)  -0.92 ( 29) | -0.32 ( 22)  -0.30 ( 21) | -0.52 (  9)  -0.27 ( 20)  -0.57 ( 29) |
R Sakowicz - P Tuszyński                               |   48  -0.63 | -0.46  -0.17 |  0.13 ( 33)  -0.84 ( 15) | -0.07 ( 21)   0.49 ( 12) | -0.65 (  6)  -0.21 (  9)  -0.45 ( 15) |
M Wręczycki - P Kowalczewski                           |   12  -0.72 | -0.26  -0.45 | -1.29 (  6)   0.38 (  6) | -1.00 (  2)  -1.44 (  4) |  3.44 (  3)  -0.08 (  3)  -1.30 (  6) |
T Jochymski - M Kania                                  |   96  -0.77 | -0.37  -0.40 | -0.53 ( 57)  -0.22 ( 39) | -0.97 ( 28)  -0.11 ( 29) |  0.63 ( 10)  -0.21 ( 29)  -0.22 ( 39) |
M Leśniewski - P Lutostański                           |   60  -0.91 | -0.50  -0.41 | -0.03 ( 29)  -0.76 ( 31) | -0.34 ( 18)   0.47 ( 11) | -0.39 ( 21)  -0.03 ( 10)  -0.49 ( 31) |
W Sroczyński - P Tuszyński                             |   83  -1.04 | -0.64  -0.40 | -0.29 ( 39)  -0.51 ( 43) | -1.69 ( 10)   0.19 ( 29) |  0.61 ( 11)  -0.92 ( 32)   0.02 ( 43) |
J Kalida - J Klukowski                                 |   12  -1.40 | -0.97  -0.43 | -0.38 (  7)  -0.50 (  5) |  0.32 (  1)  -0.50 (  6) |  0.00 (  2)   1.23 (  3)  -1.23 (  5) |
R Stoliński - O Bestrzyński                            |   36  -1.44 | -0.87  -0.58 | -0.07 ( 18)  -1.15 ( 17) | -1.98 (  8)   1.47 ( 10) | -0.24 ( 10)  -2.66 (  7)   0.09 ( 17) |
T Winciorek - M Puczyński                              |   72  -1.52 | -0.67  -0.85 | -0.64 ( 34)  -1.03 ( 38) | -1.59 ( 10)  -0.24 ( 24) | -0.58 ( 19)  -0.61 ( 19)  -0.44 ( 38) |
C Serek - D Kazmucha                                   |   24  -1.60 |  0.39  -1.99 | -2.45 (  9)  -1.72 ( 15) | -2.01 (  4)  -2.81 (  5) | -0.48 (  8)   0.10 (  7)  -1.51 ( 15) |
G Gardynik - M Tutka                                   |   24  -1.64 | -0.85  -0.80 | -0.27 ( 13)  -1.42 ( 11) | -0.36 (  9)  -0.06 (  4) |  0.66 (  2)  -0.62 (  9)  -1.04 ( 11) |
R Nowicki - O Bestrzyński                              |   12  -2.62 | -1.77  -0.85 | -2.48 (  5)   0.31 (  7) | -4.79 (  2)  -0.94 (  3) |  0.67 (  5)  -0.05 (  2)  -0.15 (  7) |
Z Rogowski - K Pikus                                   |   24   0.03 |  0.34  -0.31 | -0.51 ( 13)  -0.08 ( 11) | -0.38 (  5)  -0.60 (  8) | -0.09 (  6)   0.43 (  5)  -0.22 ( 11) |

